start	
201501	[A skeleton gazes upon you with an empty eye and raises its bony hand to point at a dark cave.]
201601	"Many of the living have passed by here. However, their faith was either being defeated by the Sword of Veron or killed by the leader."
201701	"What a surprise, you finally come here. Many of my comrads died in these ruins. If we are surrounded by them, your future and our hope will be gone."
201702	"You should find a way to defeat my fellows one by one, noble mind! You are only the Imperial Army to their eyes. "
201703	Your bravery and strength reminds me of Ermunt in the past. I believe you are enough to defeat the Empire even though we failed...
201704	Songs surrounding us are the same as the brilliance that surrounds you. Go! Go and make us sleep in the brilliance forever. 
976	Select Mission
180101	Look carefully to see if anybody is coming! The chief will not tolerate failure!
180104	"Intruder? If we let him go, the chief will be furious. Kill him immediately!"
180111	Why am I always beaten...why..?
180204	"There you are. Somehow, I have smelled a skunk!"
180305	I protect this place. I will kill you! 
180307	Take this!
180311	 ・Did I ? Lose?...
170102	There you are! I will get your soul and dedicate it to my master! 
170107	"Very well, I can kill you now."
160107	"Ah, peace. I am released from my undying curse? Thank you・"
180402	I really hate the Dragonkin! They make stink of their own.
180404	Kihihihi...hihi!
180406	Come on! Be with us! 
180407	You just keep quiet. Just surrender to me!
180408	Go on dance with your fury! But it does not work!
180409	Keuk Keuk K hahaha..
170206	"Don't worry, if you die, I will raise you from the dead and let you enjoy everlasting life with your friends here."
170304	"My Sword is the will of Lucious, and I will compensate for his fate by taking your life!"
180503	I am tired of killing humans. Aren't there any ways to get rid of this shackle?
170404	"Even if you run away, I can find you anywhere!"
170405	I will turn you into an ice statue.
180905	Get out of our forest!
181005	You should pay for your negligence.
181204	Give us your life quietly.
5116	Please wait
898	%d second(s)
899	%s
977	Sub Mission 3
978	%s
11117	%s Rank
11118	Unique Bonus:
11119	D Rank Bonus:
11120	C Rank Bonus:
11121	B Rank Bonus:
11122	-A Rank Bonus:
11123	A Rank Bonus:
11124	+A Rank Bonus:
11125	-S Rank Bonus:
11126	S Rank Bonus:
11127	+S Rank Bonus:
11128	Socket 1 Bonus:
11129	Socket 2 Bonus:
11130	Socket 3 Bonus:
11172	Number of Sockets: %d
11173	Cooldown: %d seconds
888	Resurrect on the Spot
889	Waiting to Resurrect
461	Brightness
446	Gamma Settings
4506	Graphics Setup
4508	Audio Options
441	Effects
421	Auto Setup
514	Voice Chat
504	System Volume
505	Speaker Volume
506	Mic Volume
890	"To return to the village, use the Move to Village button(ESC)."
63	Combat Settings
495	Invert Mouse
496	Move with Camera
497	Mouse Look Speed
498	Camera Movement Speed
499	Mouse Sensitivity 
500	Skill Queuing
502	Target Front Enemy
503	Auto Target
12001	Current Skill Enhancement Level:  %d / %d
12002	Next Skill Enhancement Level:  %d / %d
12003	%s Proficiency: %d
12004	Weapon requirement: %s
12005	Cast Time: %d second(s)
12006	Range: %d meters
12007	MP consumption:
12008	SP consumption:
12009	Additional effect(s):
12011	Level %d
12012	Equipped weapon required
12013	Cast Time: Instant
12100	Weapon
12101	Ring
12102	Necklace
12103	Wing
12104	Crest
12105	Cape
12106	Element Stone
28001	Attack power of two-handed axe increases by %d.
28002	Attack power of two-handed sword increases by %d.
28003	Basic Defense is increased by %d.
28100	Acts according to the basic two-handed sword motion.
28103	Chance to stun a single enemy increases while equipping a two-handed sword.
28150	Acts according to the basic two-handed axe motion.
28153	Chance to knock down one enemy increases while using two-handed axe.
28501	Attack power increases by %d when one-handed sword is used.
28502	Attacking power is increased by %d when using a Spear.
28505	Increases critical chance by %d.
28600	Acts according to the basic one-handed sword motion.
28601	When one-handed sword is used attack speed increases.
28650	Acts according to the basic spear motion.
28651	Increases attack power while using spear.
28652	Increases chance of pushing back multiple enemies while using spear.
28709	Increases the party's chance of critical strike by %d.
28712	Plants a hidden spiritual eye on the enemy inducing frustration.
29301	Increases damage by %d while using the dual crossbows.
29302	Increases damage by %d while using the ether weapons.
29305	Increases the hit range of ranged attack by %d.
29306	Boosts the shoot through frequency by %d.
29601	Increases fire elemental damage by %d.
29602	Increases water elemental damage by %d.
29603	Increases wind elemental damage by %d.
29604	Increases earth elemental damage by %d.
29605	Increases the MP Recovery rate by %d. 
29606	Increases the number of magic bolts that can be cast. Bolts are automatically guided to surrounding enemies.
8200	%s
8201	~
8202	1
8203	2
8204	3
8205	4
8206	5
8207	6
8208	7
8209	8
8210	9
8211	0
8212	-
8213	=
8214	゜
8215	Tab
8217	Shift
8218	Ctrl
8219	Alt
8220	Q
8221	W
8222	E
8223	R
8224	T
8225	Y
8226	U
8227	I
8228	O
8229	P
8230	A
8231	S
8232	D
8233	F
8234	G
8235	H
8236	J
8237	K
8238	L
8239	Z
8240	X
8241	C
8242	V
8243	B
8244	N
8245	M
8246	[
8247	]
8252	/
8253	Insert
8254	Home
8255	Page Up
8256	Delete
8257	End
8258	Page Down
8259	Prt Scr
8260	Scroll Lock
8261	Pause
8262	Num Lock
8263	Numpad *
8264	Numpad /
8265	Numpad -
8266	Numpad +
8267	Numpad 1
8268	Numpad 2
8269	Numpad 3
8270	Numpad 4
8271	Numpad 5
8272	Numpad 6
8273	Numpad 7
8274	Numpad 8
8275	Numpad 9
8276	Numpad .
8277	Arrow Key≧
8278	Arrow Key∞ 
8279	Arrow Key∴ 
8280	Arrow Key♂
8281	Middle Mouse Button
8287	Selected action is not possible to lock.
8288	%s
8289	%s
8290	None
8291	"Key overlapped. ""%s"" key is set to ""none""."
8292	"Select an action and press a key to set a new short-cut. Overlapped key will be set to ""none""."
8293	Restore Defaults
8294	Defaults
8295	Category
8296	Spear
8297	Combat
8298	System
8299	Miscellaneous
8300	Shortcut key setup
8301	%s
8302	Help
11259	Manual Attack
11260	Stop
11263	Cancel summoning
487	Disable Voice chat
212	%s
213	REC
8188	F1
8189	F2
8190	F3
8191	F4
8192	F5
8193	F6
8194	F7
8195	F8
8196	F9
8197	F10
8198	F11
8199	F12
9001	%s
9002	%s
9003	Mission
9004	Mission In Progress
9005	%s
9006	Reward
9007	%d
9009	Selectable Reward
9010	Accept
9011	Refuse
9012	Quest
9014	Description
9015	Available goods to choose from
9016	Select Mission Map
9017	First Reward
9018	Second Reward
9019	Mission points
9020	Please choose a hidden mission map.
9021	%s
9022	%s
9023	Main
9024	Sub
9025	Hidden
9026	%s
9027	%s
9028	%s
9029	%d
9030	%s
8108	All
8109	Unlock Target
8126	%s
8248	;
8249	'
8250	","
8251	.
8282	ESC
8283	Enter
8284	Numpad 0
8285	Numpad Enter
8286	The key pressed is already locked and cannot be used as another shortcut.
9031	List
9032	%d
9033	%s
9034	%s
9500	Crystallize
9501	%s
9502	Make Protection Crystal
9503	Make Shining Crystal
9504	Make Low Grade Ring
9505	Make Low Grade Necklace 
9506	Make High Grade Ring
9507	Make High Grade Necklace
9508	Make High Grade Soul Shield
9509	Make High Grade Soul Wing
9510	Make High Grade Soul Eye
9511	Make an Extra Stone
9512	Place item to Crystallize
9513	The following are required for crafting.
9701	Find Party
9702	Character Name
9703	Level
9704	Class
9705	Invite Party
9706	Whisper
9707	Search
9708	~
9721	Add Friend
9722	Request Trade
9723	Search
9724	Request Duel
9725	Follow
9726	Voice Chat
9727	Kick
9728	Change Party Leader
9729	//Whisper %s
8332	%s
8333	%s
9514	Cost
9515	%d
9516	Craft High Grade Soul Armlet
9517	Craft Low Grade Soul Shield
9518	Craft Low Grade Soul Wing
9519	Craft Low Grade Soul Eye
9520	Craft Low Grade Soul Armlet
9521	Result
9523	Add Socket
9524	Remove Socket
9525	%s
9526	Register Item 
9527	Materials
9528	Remove option
9529	%s
9901	%s
9902	Top Record   None
9904	Mission Standby State
9907	%s
9911	Mission Accomplished!!
9912	%s
9914	Party Leader: %s
9950	%s
9951	Notice
9953	The Best of the Best
9954	Member Info
9955	Ranking
9956	Party No.
9957	Time Record
9958	Name
9959	Sub Mission 
9960	Area
9961	%s
9962	%s
9963	Weekly Ranking
9801	All Allowed: Anyone can request voice chat.
9802	Selectively Allowed: Only registered friends can request voice chat.
9803	Not Used: Voice Chat is not in use.
9804	Record Conversation
9805	End Voice Chat
9806	Start Voice Chat
9807	Invite Voice Chat
9809	%s has accepted your voice chat request.
9810	You may voice chat with %s.
9811	%s sent a chat invite.
9812	Do you want to invite %s to the voice chat?
9813	%s has invited you to voice chat.\nDo you accept?
9814	%s is not online.
9815	%s is doing the party voice chat.
9816	"Currently, your voice chat is ""disabled""."
9817	%s is not using voice chat.
9818	%s is not registered as a voice chat partner.
9819	%s is already in 1:1 voice chat.
9820	"During voice chat, you cannot invite another person.\nUse party voice chat for more than three players."
9821	"During the party voice chat, you cannot use 1:1 voice chat."
9822	"You are participating in the party, but cannot start because your voice chat is disabled."
9823	You are now participating in the party.  Voice chat is starting.
9824	Party voice chat has ended.
9826	%s has logged off.  Voice chat has ended.
9827	%s
9828	No Partners
9829	In Party Voice Chat
9830	Invite
9834	%s has participated in the party.  Voice chat ending.
100011	/Voice Chat
9837	"When proceeding with %s, you will have the following restrictions."
9838	Do you really want to proceed?
9839	"Current Restrictions  %s: %d, s%s: %d"
9840	"Restrictions upon Success  %s: %d, %s: %d"
9836	You have entered the party.  1:1 voice chat has ended.
9833	You have invited %s to voice Chat.  Waiting for reply・
9831	Enter the player you wish to voice chat with.
9832	You cannot request yourself for a voice Chat.
9039	%s
9040	%s
9530	%s
9531	%s
9532	%s
9533	%s
9534	%s
9044	%s
5301	Item [%s] relies on another currently equipped [%s].
5302	Extra stone applied. 
5303	Choose an item to insert the socket option into.
5304	Select item to apply extra stone. 
5305	Wish to apply extra stone to %s?
5306	Cannot enchant item that has no level.
5307	You can only enchant items in the inventory.
5308	Cannot use extra stone.
91001	%s Area Conquest
91002	Collection
91011	Hunting
91012	%s
91013	%d / %d
91014	%s
91015	%s
91016	%s
91017	%s
91018	%s
91019	%s
91020	%s
91031	Hidden Boss
91032	%d
91033	%d
91034	%s
91035	%s
91041	Completion Rate
91042	%d
91051	%s
91052	%d
91053	Current Status: %s
91061	Main Mission Cleared
91062	Sub Mission Cleared
91063	Hidden Mission Cleared
91064	%d
91065	%d
91066	%d
91067	%d
91068	%d
91069	%d
91081	Battle
91082	PVP Point
91083	UP
91084	Guidance Hero
91085	Indiscrimination Zone
91105	%d
91106	%d
91107	%d
91108	%d
90001	%s
90002	%s
90003	%s
90004	%s
90005	%s
90006	%s
90007	%s
90008	%s
90009	%s
90010	%s
90011	%s
9051	(complete)
5901	You haven't completed the quest!
91088	%d / %d
91089	%d / %d
91090	%d / %d
91091	%d / %d
91092	%d / %d
91093	%d / %d
91094	%d / %d
91054	Destroy Guardian Tower
91055	Defend Guardian Tower
90271	%s Punitive Force
90272	%s
90273	%s
90274	%s
90275	%s
90276	%s
90277	%s
90278	%s
90279	%s
90280	%s
90281	%s
90282	%s
90283	%s
90284	%s
90285	%s
90286	%s
90287	%s
90288	%s
90289	%s
90290	%s
90291	%s
90301	AC Treasure
90302	%s
90303	%s
90304	%s
90305	%d
90306	%d
90307	%d
90308	%d
90309	%d
90310	%d
90321	%s
90322	Rewards
214	/all
215	/shout
216	/party
217	/guild
218	/whisper
41147	Increases Max HP by 50.
40147	Heal Scroll Lv.1
9013	Point
43001	Vital Plus
43002	Magic Plus
43003	Assassination
43004	Wizardry
43005	Adamantine
43006	Magic Barrier
43007	Arlegro
43008	Rapid Run
43009	Perforate
43010	Vert Ring
43011	Devotion
43012	Charge Tactic Scroll
43013	Encircle Tactic Scroll
43014	Oblique Tactic Scroll
43015	Crowd Tactic Scroll
43016	Maneuver Tactic Scroll
43017	Circle Tactic Scroll
43018	Military Arts Tactic Scroll
43019	Bronze Potion
43020	Silver Potion
43021	Gold Potion
43022	Shining Potion
43023	Crystal Potion
43024	Recovery Aura
43025	Spiritual Aura
43026	Revival Aura
43027	Magic Enchant
43028	Splasher
43029	Holy Defense
43030	Self-Destruction
43031	Deformation
43032	Ground Shock
43033	Local Damage
43034	Siege Charger
43035	Meta-Teleport
43036	Assembler
43037	Clear
43038	Cancelation
43039	Summon Flute
43040	Hideaway Flute
43041	The Formation of Light
43042	The Formation of Darkness
43043	The Formation of Charge
43044	The Formation of Shout
43045	The Formation of Salvation
43046	The Formation of Protection
43047	The Formation of Blessing
44001	Increases HP
44002	Increases MP
44003	Increases critical damage
44004	Increases magical attack power 
44005	Basic Defense increased
44006	Elemental Resistance Rate increased
44007	Increases attack speed
44008	Increases movement speed
44009	Increases chance to knock down
44010	Increases every stat points
44011	Increases elemental stats
44012	Maximize critical hit while your force is not attacked.
44013	Warriors protect casters and ranged damage dealers to make full use of them.
44014	Warriors protect casters and ranged damage dealers to make full use of them.
44015	Warriors lead the battle while ranged damage dealers and caster assist them.
44016	Increases movement speed to reach destination faster.
44017	Ignores everything and maximize armor.
44018	"Maximizes attack speed, movement speed and dodge rate."
44019	Increases armor instantly. 
44020	Increases agility instantly. 
44021	Increases critical chance instantly.
44022	Increases attack speed instantly.
44023	Resurrect without losing EXP.
44024	Recovers 20% of max HP in 1 second.
44025	Recovers 20% of max MP/SP in 1 second.
44026	Resurrects from death
44027	Randomly inflicts additional greater elemental damage upon all attacks.
44028	Inflicts splash damage upon basic attack.
44029	Makes you invincible. 
44030	Enemies in range loses control and attacks surrounding characters randomly.
44031	Disables enemy's formation.
44032	Randomly inflicts elemental damage to enemies on the ground.
44033	Randomly inflicts elemental damage to enemies who are not on the ground.
44034	Causes continuous damange to siege weapons.
44035	Moves the entire army to the starting point.
44036	Summons guild members to your location.
44037	Removes and prevents all debuffs from guild members for a fixed time.
44038	Removes and prevents enemy's buffs within range for a fixed time.
44039	Summons guild members during guild wars.
44040	Resets guild member's agro to zero.
44041	Doubles critical chance for the friendly units within the boundary.
44042	Decreases enemies' armor for those within the boundary. 
44043	Doubles Basic Damage for friendly units within range.
44044	Doubles Elemental Damage for friendly units within range.
44045	Summons dead guild members within the boundary. The summoned member remains invincible until the boundary disappears.
44046	Quadruples friendly units' armor within the boundary instantly. 
44047	Restores friendly units' HP/MP by 100% in 3 seconds within the boundary.
45001	Maxi Stone Fragment
45002	Over Stone Fragment
45003	Strength Stone Fragment
45004	Mega Stone Fragment
45005	Giga Stone Fragment
45006	Protection Crystal Fragment
45007	Shining Crystal Fragment
45008	Unique Crystal Fragment
45009	Garnet Crystal Fragment
45010	Noblesse Crystal Fragment
45011	Strength Crystal Fragment
45012	Low Quality Leather
45013	Fine Leather
45014	Brakion String
45015	Glass Orb
45016	Beast Blood
45017	Horn of the Beast
45018	Beast Tail
45019	Steel Piece
45020	Copper
45021	Silver
45022	Gold
45023	Chain
45024	Blue Scale
45025	Gold Scale
45026	Mithril
45027	Imperioum
45028	Orharcon
45029	Adamantium
45030	Debirium
45031	Broken Fragment of Shield
45032	Broken Blade
45033	Broken Shard of Armor
45034	Magic Orb
45035	Bone Piece
45036	Fluid of the Dead
45037	Polluted Tentacle
45038	Bone Piece with Soul
45039	Stone Fragment
45040	Everlasting Ice
45041	Broken Wing
45042	Horn of the Flame
45043	Everlasting Fire
45044	White Magic Stone
45045	Black Magic Stone
45046	Flag of the Rebel Army
45047	Family Tree of the Helrons
45048	Treasures of the Prammes
45049	Roshfelt Seal
45050	Sign of Darkness
45051	Cursed Ancient Document
45052	Brukelt's Eyeball
45053	Roshfelt Cloth
45054	Sack of Gold Powder
45055	Sack of Silver Powder
45056	Sack of Rocks
45057	Sack of Glass Powder
45058	Jewel Piece 1
45059	Jewel Piece 2
45060	Jewel Piece 3
45061	Jewel Piece 4
45062	Jewel Piece 5
45063	Jewel Piece 6
45064	Jewel Piece 7
45065	Jewel Piece 8
45066	Jewel Piece 9
45067	Jewel Piece 10
45068	Jewel Piece 11
45069	Jewel Piece 12
45070	Jewel Piece 13
45071	Jewel Piece 14
45072	Jewel Piece 15
46001	Can create Maxi Stone by crafting.
46002	Can create Over Stone by crafting.
46003	Can create Strength Stone by crafting.
46004	Can create Mega Stone by crafting.
46005	Can create Giga Stone by crafting.
46006	Can create a Protection Crystal through crafting.
46007	Can create a Shining Crystal through crafting.
46008	Can create a Unique Crystal through crafting.
46009	Can create a Garnet Crystal through crafting.
46010	Can create a Nobless Crystal through crafting.
46012	Worn out leather 
46013	Splendid leather
46014	String used on Brakion Continent 
46015	Nice and clear orb
46016	Blood of the violent beast 
46017	Strong horn of the beast
46018	Unpleasant tail of the beast
46019	Steel piece of strong durability 
46020	Common yellow mineral 
46021	A white mineral that shines when exposed to the sunlight
46022	Solid and beautiful mineral 
46023	Chains to tie up rebel army
46024	Blue Colored Scale
46025	Gold colored scales
46026	Mineral with mysterious powers 
46027	A natural mineral that is harder and prettier than gold 
46028	World's strongest mineral. You can make a powerful weapon with it. 
46029	The strongest mineral that exists on the Brakion Continent
46030	Cursed mineral used in devildom but does not exist on the Brakion Continent.
46031	Broken shield shard
46032	Broken blade from battle 
46033	Broken armor shard from enemy's attack 
46034	Orb with magical powers
46035	Bones of the dead 
46036	Sticky ooze of the dead
46037	Strange and polluted tentacle 
46038	Sinister Bones with spirit
46039	Broken stone shard 
46040	Solid and mysterious ice that does not melt
46041	A broken wing that does not function
46042	Red Horn of the Devil
46043	Mysterious fire that does not go off 
46044	Magical stone that has good aura
46045	Magical stone that has evil aura 
46046	Flag of the rebel army of Geist Empire
46047	Family tree of the Helron family
46048	The Prammes's treasure that has descended for generations
46049	Family seal of Roshfelt
46050	Ominous seal 
46051	An ominous ancient document 
46052	Cursed eyeball of Undead King Brukelt
46053	High quality texture used in Roshfelt
46054	Gold powder used in Tower defense
46055	Silver powder used in Tower defense
46056	Sack of rock used in Tower defense
46057	Sack of glass powder used in Tower defense
46058	Jewel piece 1 used to construct the defense tower
46059	Jewel piece 2 used to construct the defense tower
46060	Jewel piece 3 used to construct the defense tower
46061	Jewel piece 4 used to construct the defense tower
46062	Jewel piece 5 used to construct the defense tower
46063	Jewel piece 6 used to construct the defense tower
46064	Jewel piece 7 used to construct the defense tower
46065	Jewel piece 8 used to construct the defense tower
46066	Jewel piece 9 used to construct the defense tower
46067	Jewel piece 10 used to construct the defense tower
46068	Jewel piece 11 used to construct the defense tower
46069	Jewel piece 12 used to construct the defense tower
46070	Jewel piece 13 used to construct the defense tower
46071	Jewel piece 14 used to construct the defense tower
46072	Jewel piece 15 used to construct the defense tower
40221	Rejuvenation Potion (Lv. 1)
40222	Rejuvenation Potion (Lv. 2)
41221	Recovers 80 HP instantly.
41222	Recovers 150 HP instantly.
40231	Potion of Bravery Lv.1
40232	Potion of Bravery Lv.2
40233	Potion of Bravery Lv.3
40234	Potion of Bravery Lv.4
40235	Potion of Bravery Lv.5
41231	Increases Basic Damage by 1 level for 10 minutes.
41232	Increases Basic Damage by 2 levels for 10 minutes.
41233	Increases Basic Damage by 3 levels for 10 minutes.
41234	Increases Basic Damage by 4 levels for 10 minutes.
41235	Increases Basic Damage by 5 levels for 10 minutes.
40241	Potion of Magical Power Lv.1
40242	Potion of Magical Power Lv.2
40243	Potion of Magical Power Lv.3
40244	Potion of Magical Power Lv.4
40245	Potion of Magical Power Lv.5
41241	Increases Elemental Damage by 1 level for 10 minutes.
41242	Increases Elemental Damage by 2 levels for 10 minutes.
41243	Increases Elemental Damage by 3 levels for 10 minutes.
41244	Increases Elemental Damage by 4 levels for 10 minutes.
41245	Increases Elemental Damage by 5 levels for 10 minutes.
40251	Potion of Velocity Lv.1
40252	Potion of Velocity Lv.2
40253	Potion of Velocity Lv.3
40254	Potion of Velocity Lv.4
40255	Potion of Velocity Lv.5
41251	Increases attack speed by 1 level for 10 minutes.
41252	Increases attack speed by 2 levels for 10 minutes.
41253	Increases attack speed by 3 levels for 10 minutes.
41254	Increases attack speed by 4 levels for 10 minutes.
41255	Increases attack speed by 5 levels for 10 minutes.
40261	Small Mana Potion
40262	Large Mana Potion
40263	Superior Mana Potion
40264	Fairy Mana Potion
40271	Reckless Potion Lv.1
40272	Reckless Potion Lv.2
40273	Reckless Potion Lv.3
40274	Reckless Potion Lv.4
40275	Reckless Potion Lv.5
40291	Stimulant of the Evil
40292	Stimulant of the Evil
40293	Stimulant of the Evil
40294	Stimulant of the Evil
40295	Stimulant of the Evil
41291	"Increases attack power, attack speed and critical chance for 10 minutes for Lv.1~3 weapons. If another stimulant is not consumed after 10 minutes, penalty will occur."
41292	"Increases attack power, attack speed and critical chance for 10 minutes for Lv.1~3 weapons. If another stimulant is not consumed after 10 minutes, penalty will occur."
41293	"Increases attack power, attack speed and critical chance for 10 minutes for Lv.1~3 weapons. If another stimulant is not consumed after 10 minutes, penalty will occur."
41294	"Increases attack power, attack speed and critical chance for 10 minutes for Lv.1~3 weapons. If another stimulant is not consumed after 10 minutes, penalty will occur."
41295	"Increases attack power, attack speed and critical chance for 10 minutes for Lv.1~3 weapons. If another stimulant is not consumed after 10 minutes, penalty will occur."
47001	Summon Magical Stone
47002	1 UP Stone
47003	5 UP Stone
47004	10 UP Stone
47005	20 UP Stone
47006	50 UP Stone
47007	100 UP Stone
47008	Chicken Feed
47009	Carrot
47010	Wooden Fishing Rod
47011	Fishing Rod of Craftsmanship
47012	Gold Fishing Rod
47013	Fishing King's Fishing Rod
47014	Legendary Fishing Rod
47015	Regular Bait
47016	Advanced Bait
47017	Fishing ether
47018	Reinforce fishing Ether
47019	Brakion Dace
47020	Brakion Sweetfish
47021	Prussian Carp
47022	Great Eel
47023	Clear Eel
47024	Shadow Catfish
47025	Flame Basilewsky
47026	Water Basilewsky
47027	Land Basilewsky
47028	Wind Basilewsky
47029	Darkness Basilewsky
47030	Blue Thornfish
47031	Golden Scale Salmon
47032	Fresh Fish
47033	Minnow
47034	Char
47035	Liobagrus obesus
47036	Wish Fish
47037	Long Beard Mud Hopper
47038	Swiri
47039	Golden Carp
47040	Mystery Key
48001	Summon magical stone used for each summoned creature
48002	Item for 1 UP
48003	Item for 5 UP
48004	Item for 10 UP
48005	Item for 20 UP
48006	Item for 50 UP
48007	Item for 100 UP
48008	Higher possibility for chickens to appear.
48009	Higher possibility for rabbits to appear
48015	Regular fish bait for ordinary fishers.
48016	Advanced fish bait for professional fishers. 
48017	"Use this to catch fish over 200g for 10 minutes,"
48018	Use this to increase your catch rate for 10 minutes. 
48020	Cures poison 
48021	Recovers small amount of HP.
48022	Increases critical chance for 5 minutes.
48023	Increases maximum HP for 5 minutes.
48025	Increases fire elemental resistance power for 5 minutes.
48026	Increases water elemental resistance power for 5 minutes.
48027	Increases earth elemental resistance power for 5 minutes.
48028	Increases wind elemental resistance power for 5 minutes.
48029	Increases darkness elemental resistance power for 5 minutes.
48031	Reflects all damages for 12 seconds.
48032	Prevents all abnormal status for 5 minutes.
48033	Fish that live on the Brakion Continent
48034	Fish that live on the Brakion Continent
48035	Fish that live on the Brakion Continent
48036	Fish that live on the Brakion Continent
48037	Fish that live on the Brakion Continent
48038	"Fish that live on the Brakion Continent, it seems to fetch quite a high price."
48039	"Fish that live on the Brakion Continent, it seems to fetch very high price."
48040	It seems to be a key to unlock secret places.
47501	Lucky Coin
47502	Wide Diamond
47503	Long Diamond
47504	Strong Diamond
47505	Detailed Diamond
47506	Smooth Diamond
47507	Rough Diamond
48501	"This lucky coin can be used for gambling. The Empire's captains may have it, or sometimes it can be found in the stomachs of fishes living in certain areas."
48502	Seems like a treasure favored by fat people.
48503	Seems like a treasure favored by tall people.
48504	Seems like a treasure favored by males.
48505	Seems like a treasure favored by females.
48506	Seems like a treasure favored by calm people.
48507	Seems like a treasure favored by people with bad personality.
40311	Antidote
40312	Tranquilizer
40313	Extinction Potion
41311	Cures poisoning.
41312	Cures chaos and blindness.
41313	Cures counterskill.
41314	Cures freeze and petrification.
41315	Cures stun and sleep.
41316	Reduces 5 hours of PK penalty time.
41317	Reduces 20 hours of PK penalty time.
47601	Bricks of Defense Tower
47602	Etherain Citizenship
47603	Claw of the Beast
47604	Condensed Light
47605	Frozen Ether
47606	Horn of the Dragonkin
47607	Destruction of the Dead
47608	Secret Key A of Rochel
47609	Secret Key B of Rochel
47610	Secret Key C of Rochel
47611	Secret Key D of Rochel
47612	Tartamiya
47613	Treasure key of Helron
47614	Reminiscences of Oswalt
47615	Letter of Hope
47616	Dimension Code
47617	Tears of Alicia
48601	Material to build a defense tower in the Guidance Army Fortress
48603	"Strong claw of the beasts that is hated by Klausen, the general of the Dark Knights"
48604	"Light crystal that is strong enough to give impact to Brukelt, the general of the Undead army.  "
48605	"Crystal to block strong flames of Kalbus, the general of the Death Dragon."
48606	"Strong horn that can reduce the magical powers of Rumanka, the general of the Demon army."
48607	Spirit of the dead that can break the dark barriers of Schwarz.
48608	A key to the sacred treasure of the Rochel Family. Keeping this might be a good idea・
48609	A key to the sacred treasure of the Rochel Family. Keeping this might be a good idea・
48610	A key to the sacred treasure of the Rochel Family. Keeping this might be a good idea・
48611	A key to the sacred treasure of the Rochel Family. Keeping this might be a good idea・
48613	A key to open up the treasure room in Helron castle.
48614	The diary of Oswalt's past.
48615	A letter addressed to Schwarz from a girl who wishes for peace.
48616	Code [DEVASTAN] is shown. It seems to be the password to a secret tunnel. 
48617	Tears that were wept by the loved one of Evil Schwarz. They contain mysterious power.
40341	Natural Ether Crystal
40342	Dark Ether Crystal
41341	Natural Ether that has a mysterious energy around it.
41342	Ether that has been changed by Geist Empire's black magic. It serves as the foundation of the Imperial army.
604	Hunting
619	Hunting Zone
17	Enter message
14	Key configuration
12014	Next Ranking requirement: 
40114	Garnet Crystal
40115	Noblesse Crystal
40093	Protection Induct
40094	Shining Induct
40171	Low Grade Soul Shield Scroll
40172	High Grade Soul Shield Scroll
40173	Low Grade Soul Armlet Scroll
40174	High Grade Soul Armlet Scroll
40175	Low Grade Soul Wing Scroll
40176	High Grade Soul Wing Scroll
40177	Low Grade Soul Eye Scroll
40178	High Grade Soul Eye Scroll
40179	Extra Scroll
42211	High Grade Soul Shield
42221	Low Grade Soul Armlet
42231	High Grade Soul Armlet
42241	Low Grade Soul Wing
42251	High Grade Soul Wing
42261	Low Grade Soul Eye
42271	High Grade Soul Eye
21012	Summon Party Member
21013	Move to Party Leader
21014	Assist
21015	Assist & Attack
22012	Summons a party member to your location.
22013	Moves to the party leader.
22014	Targets the same enemy of the selected player.
22015	Targets and attacks the same enemy of selected player.
40207	Fetinus Potion
40208	Raising Potion
40209	Durus Potion
40210	Blossom Potion
40015	Event item
47981	Source of Sealed Power - Water
47982	Source of Sealed Power - Wind
47983	Source of Sealed Power - Earth
47984	Source of Sealed Power - Fire
47985	Source of Sealed Power - Darkness
48981	You can feel an unknown power. You must head back to the village and show it to Alchemist Ein. 
599	Battle Mode
598	%s
593	%s
594	Mission zone is where teamwork among players is needed to pass through traps and devices to accomplish a given mission.
595	Hunting zone is where you and your party members can enter to hunt monsters without anyone's disturbance.
597	PVP zone is an arena for player vs. player combat without monsters.
5211	You cannot enter characters to find a zone. Please enter only numbers.
5401	Error has occurred during voice chat request.
5402	Error has occurred during voice chat acceptance.
5403	Cannot connect to voice chat server.
5404	Voice chat with %s will be ended.
5405	Voice chat with %s has ended.
232	%d
90051	The Forest of Beasts Treasure Map Page 1
90052	The Forest of Beasts Treasure Map Page 2
90053	The Forest of Beasts Treasure Map Page 3
90054	The Forest of Beasts Treasure Map Page 4
90055	The Forest of Beasts Treasure Map Page 5
90056	The Forest of Beasts Treasure Map Page 6
90057	The Forest of Beasts Treasure Map Page 7
90058	The Forest of Beasts Treasure Map Page 8
90071	Etherain Sewer Treasure Map Page 1
90072	Etherain Sewer Treasure Map Page 2
90073	Etherain Sewer Treasure Map Page 3
90074	Etherain Sewer Treasure Map Page 4
90075	Etherain Sewer Treasure Map Page 5
90076	Etherain Sewer Treasure Map Page 6
90077	Etherain Sewer Treasure Map Page 7
90078	Etherain Sewer Treasure Map Page 8
90091	The Frozen Palace Treasure Map Page 1
90092	The Frozen Palace Treasure Map Page 2
90093	The Frozen Palace Treasure Map Page 3
90094	The Frozen Palace Treasure Map Page 4
90095	The Frozen Palace Treasure Map Page 5
