start	
40236	Box of the Agile Conqueror of Snowy Plains
40237	Box of the Sacred Conqueror of Snowy Plains
40238	Box of the Strong Conqueror of Dragonkin
40239	Box of the Brave Conqueror of Dragonkin
40240	Box of the Cold Conqueror of Dragonkin
40246	Box of the Agile Conqueror of Dragonkin
40247	Box of the Sacred Conqueror of Dragonkin
40248	Box of the Strong Conqueror of Aiort
40249	Box of the Brave Conqueror of Aiort
40250	Box of the Cold Conqueror of Aiort
40256	Box of the Agile Conqueror of Aiort
40257	Box of the Sacred Conqueror of Aiort
40258	Box of the Strong Conqueror of Helron
40259	Box of the Brave Conqueror of Helron
40260	Box of the Cold Conqueror of Helron
40265	Box of the Agile Conqueror of Helron
40266	Box of the Sacred Conqueror of Helron
40267	Watchman Cybed's Weapon Box
40268	Dark Nacrat's Weapon Box
40269	Priest Sitnarta's Weapon Box
40270	Suraky's Weapon Box
40276	Soul Taker's Weapon Box
40277	Galois' Weapon Box
41211	Box of the Conqueror of Forest Armor for Berserkers
41212	Box of the Conqueror of Forest Armor for Dragon Knights
41213	Box of the Conqueror of Forest Armor for Shadows
41214	Box of the Conqueror of Forest Armor for Valkyries
41215	Box of the Conqueror of Forest Armor for Elementalists
41216	Box of the Conqueror of Sewer Armor for Berserkers
41217	Box of the Conqueror of Sewer Armor for Dragon Knights
41218	Box of the Conqueror of Sewer Armor for Shadows
41219	Box of the Conqueror of Sewer Armor for Valkyries
41220	Box of the Conqueror of Sewer Armor for Elementalists
41228	Box of the Conqueror of Snowy Plain Armor for Berserkers
41229	Box of the Conqueror of Snowy Plain Armor for Dragon Knights
41230	Box of the Conqueror of Snowy Plain Armor for Shadows
41236	Box of the Conqueror of Snowy Plain Armor for Valkyries
41237	Box of the Conqueror of Snowy Plain Armor for Elementalists
41238	Box of the Conqueror of Dragonkin Armor for Berserkers
41239	Box of the Conqueror of Dragonkin Armor for Dragon Knights
41240	Box of the Conqueror of Dragonkin Armor for Shadows
41246	Box of the Conqueror of Dragonkin Armor for Valkyries
41247	Box of the Conqueror of Dragonkin Armor for Elementalists
41248	Box of the Conqueror of Aiort Armor for Berserkers
41249	Box of the Conqueror of Aiort Armor for Dragon Knights
41250	Box of the Conqueror of Aiort Armor for Shadows
41256	Box of the Conqueror of Aiort Armor for Valkyries
41257	Box of the Conqueror of Aiort Armor for Elementalists
41258	Box of the Conqueror of Helron Armor for Berserkers
41259	Box of the Conqueror of Helron Armor for Dragon Knights
41260	Box of the Conqueror of Helron Armor for Shadows
41265	Box of the Conqueror of Helron Armor for Valkyries
41266	Box of the Conqueror of Helron Armor for Elementalists
41267	Contains weapons once used by Watchman Cybed.
41268	Contains weapons once used by Dark Nacrat.
41269	Contains weapons once used by Priest Sitnarta.
41270	Contains weapons once used by Suraky.
41276	Contains weapons once used by Soul Taker.
41277	Contains weapons once used by Galois.
//їАИД 2:46 2011-03-31	
6097	You have already extracted Etheria from this equipment. Please mount Etheria (Double click on the Etheria first and then click the skin.)
6098	You have already extracted Etheria from this pet. Please mount Etheria  (Double click on the Etheria first and then click the skin.)
//їАИД 4:43 2011-04-01	
35049	A rare armor that is often found in the Aiort Graveyard. \n They say you can get the Energy of Wind by collecting all eight kinds of armor.
35050	A rare armor that is often found in Helron's Castle. \n Its performance cannot be matched by any armor currently available.
//їАИД 5:03 2011-04-01	
45611	Грамота Освободительной армии
45612	Certificate of the Ardor Expedition
45613	Medal of Honor from the Liberation Army
45614	Medal of Honor from the Ardor Expedition
//їАИД 5:46 2011-04-01	
90989	"You have achieved ""Small but Precious"" AC."
90990	"You have achieved ""Because My HP is Precious"" AC."
90991	You have achieved the AC. Collect certificates given as rewards and take them to a Trade Merchant.
//їАИД 9:25 2011-04-04	
5393	The equipment effect disappeared because of the removal of the equipment worn.
//їАИД 2:35 2011-04-05	
158303	Кальбус
//їАИД 5:55 2011-04-05	
158770	[Mission] Seal Schwartz Pramme in Helron's Castle
//їАИД 3:20 2011-04-06	
45615	4
45616	Collecting the Fourth Anniversary Event Item
45617	Low Level Festival Treasure Chest
45618	Mid Level Festival Treasure Chest
45619	High Level Festival Treasure Chest
46615	The Fourth Anniversary Event Item
46616	SUN's Fourth Birthday Cake Collect to get enormous rewards or eat to restore HP.
46617	A box containing the fourth anniversary event item. <Right click to use.>
//їАИД 6:30 2011-04-06	
2310	Function
2311	Main Hotkeys
2312	Secondary Hotkeys
2313	Cancel Key Settings
2314	%s
2315	%s
2316	%s
//їАИД 3:11 2011-04-07	
300470	Elite Jewelry Box
300471	Supply Ring Box
301470	A box containing Elite Materials <Right-click>
301471	A box containing Supply Ring Box <Right-click>
//їАИД 4:38 2011-04-07	
300472	Jewelry Box of Earth
300473	Jewel of Earth 
300474	Jewelry Box of Water
300475	Jewel of Water 
300476	Jewelry Box of Fire
300477	Jewel of Fire 
300478	Jewelry Box of Wind
300479	Jewel of Wind 
300480	Jewelry Box of Darkness
300481	Jewel of Darkness 
300482	Gift from the Cursed Tower
300483	Soldier's Gift 1
300484	AiortЎЇs Jewel 
300485	Soldier's Gift 2
300486	Shiny AiortЎЇs Jewel 
300487	Soldier's Gift 3
300488	AiortЎЇs Relic 
300489	Pledge of Helron Lv.1
300490	Pledge of Helron Lv. 2
300491	Pledge of Helron Lv. 3
300492	Pledge of Helron Lv. 4
300493	Hero's Gift
300494	Schwartz's Jewel
300495	Hero's Gift 2
300496	Shiny Schwartz's Jewel
300497	Hero's Gift 3
300498	Artifact of Helron 
300499	Expedition Member's Effects
300500	Poisonous Mushroom
300501	Poisonous Mushroom
300502	Expedition Supplies
300503	Antidote Weed
300504	Galenoa Flower
300505	Galenoa Root
300506	Antidote for Poisonous Mushroom
300507	Strong Bone
300508	Iron Ore
300509	Balter's Scouting Report
300510	Galenoa Jungle Map
300511	Fisher's Scouting Report
300512	Raptor Meat
300513	Rhinoceros Meat
300514	Dieffenbachia Root
300515	Inscription on Goddess Statue
300516	Messenger's Bag
300517	Orders from Bloody Fang Tribe
300518	Oleander Seed
300519	Oleander Poison
300520	Honey Jar
301472	A box containing the Jewel of Earth
301473	Jewel with cursed energy
301474	A box containing the Jewel of Water
301475	Jewel with cursed energy
301476	A box containing the Jewel of Fire
301477	Jewel with cursed energy
301478	A box containing the Jewel of Wind
301479	Jewel with cursed energy
301480	A box containing the Jewel of Darkness
301481	Jewel with cursed energy
301482	A special box containing the Priest's Seal
301483	A gift box containing AiortЎЇs Jewel
301484	A special jewel that can be found only in Aiort
301485	A gift box containing AiortЎЇs Jewel
301486	A special jewel that can be found only in Aiort
301487	A gift box containing AiortЎЇs Relic
301488	A special artifact that can be found only in Aiort
301489	Proof given to those who completed the Tainted Shrine mission
301490	Proof given to those who completed the Identity of Black Ether mission
301491	Proof given to those who completed the Desperate Resurrection Ritual mission
301492	Proof given to those who completed Helron's Castle main mission
301493	A gift box containing AukraЎЇs Jewel
301494	The best jewel that can be found only in Helron's Castle
301495	A gift box containing AukraЎЇs Jewel
301496	The best jewel that can be found only in Helron's Castle
301497	A gift box containing Artifacts of Helron
301498	An artifact that can be found only in Helron's Castle
301499	Missing Expedition Member's Bag
301500	Highly Poisonous Mushroom
301501	Highly Poisonous Mushroom
301502	Supplies that include antidotes 
301503	Neutralizes poison effectively.
301504	Galenoa Flower that can neutralize poison
301505	Galenoa Root that can neutralize poison
301506	Neutralizes poison from poisonous mushroom effectively.
301507	Bone as hard as a diamond
301508	Iron Ore
301509	Scout Balter's Report
301510	Detailed Map of Galenoa Jungle
301511	Scout Fisher's Report
301512	Delicious Looking Meat
301513	Delicious Looking Meat
301514	Poisonous Plant Root
301515	Inscription on Goddess Statue
301516	Missing Expedition Member's Bag
301517	Orders from Bloody Fang Tribe
301518	Seed of a Lethally Poisonous Plant
301519	Poison extracted from Oleander Seed
301520	Jar containing honey
//їАИД 2:44 2011-04-08	
155691	Small but Precious
155692	Because my HP is precious.
155693	What's Heal? Is it something to eat?
155695	How to make a full recovery?
155696	Red Potion Addict
155697	I like Blue Potions!
155698	I don't need anything like Heal!
158691	Use 10 Recovery Potions (Lv. 1).
158692	Use 50 Recovery Potions (Lv. 2).
158693	Use 80 Recovery Potions (Lv. 3).
158694	Use 100 Recovery Potions (Lv. 4).
158695	Use 500 Recovery Potions (Lv. 4).
158696	"Use 1,000 Recovery Potions (Lv. 4)."
158697	Use 100 Mana Recovery Potions (Lv. 3).
158698	"Use 1,000 Recovery Potions (Lv. 5)."
40296	Mana Recovery Potion (Lv. 1)
40297	Mana Recovery Potion (Lv. 2)
40298	Mana Recovery Potion (Lv. 3)
40299	Mana Recovery Potion (Lv. 4)
40300	Mana Recovery Potion (Lv. 5)
40301	Mana Recovery Potion (Lv. 6)
//їАИД 3:32 2011-04-12	
48173	Inflicts 25% additional damage upon Basic Attack. Available only when equipped with an Ether Discharger. (Twice stronger upon attacking a Lucky Monster)
48174	Inflicts 50% additional damage upon Basic Attack. Available only when equipped with an Ether Discharger. (Four times stronger upon attacking a Lucky Monster)
48176	Inflicts 25% additional damage upon Basic Attack. Damage builds up and Attack Speed gets higher as you attack again and again. Available only when equipped with an Ether Discharger. (Twice stronger upon attacking a Lucky Monster)
48177	Inflicts 50% additional damage upon Basic Attack. Damage builds up and Attack Speed gets higher as you attack again and again. Available only when equipped with an Ether Discharger. (Five times stronger upon attacking a Lucky Monster)
48178	Inflicts 100% additional damage upon Basic Attack. Damage builds up and Attack Speed gets higher as you attack again and again. Available only when equipped with an Ether Discharger. (Ten times stronger upon attacking a Lucky Monster)
//їАИД 4:22 2011-04-21	
6391	You cannot summon a pet because it's hungry. You have to summon in the village.
//їАИД 3:42 2011-04-22	
11032	Strengthen the Incomplete Aeshma-deva set.
11033	Strengthen the Incomplete Beelzebub set.
11034	Strengthen the Incomplete Lucifer Belt.
11035	Strengthen the Incomplete Astaroth set.
11036	Strengthen the Incomplete Arz set.
//їААь 11:32 2011-04-26	
2431	Разрешение
2432	Full Screen
2433	Window Mode
2434	Window Mode (All)
2435	%s
//їАИД 3:11 2011-04-26	
28915	"Adds Veteran Adventurer Custom Passive Skill. <Right-click to use.> Heim +30%, EXP +10%"
28916	Adds Blessed Gladiator Custom Passive Skill. <Right-click to use.> Max. SD +50%
28917	Adds Monster Hunter Custom Passive Skill. <Right-click to use.> Lucky Monster Damage +5
//їАИД 2:47 2011-04-28	
12079	Craft Low Level Equipment Item (30% success rate)
12080	Craft Mid Level Equipment Item (50% success rate)
12081	Craft High Level Equipment Item (50% success rate)
//їААь 10:54 2011-04-29	
155901	Spirit of the Cheetah (10 min)
155902	Spirit of the Cheetah (30 min)
155903	Spirit of the Cheetah (60 min)
155904	Spirit of the Cheetah (6 hr)
155905	Spirit of the Cheetah (12 hr)
155906	Spirit of the Cheetah (24 hr)
155907	Spirit of the Bear (10 min)
155908	Spirit of the Bear (30 min)
155909	Spirit of the Bear (60 min)
155910	Spirit of the Bear (6 hr)
155911	Spirit of the Bear (12 hr)
155912	Spirit of the Bear (24 hr)
155913	Spirit of the Wolf (10 min)
155914	Spirit of the Wolf (30 min)
155915	Spirit of the Wolf (60 min)
155916	Spirit of the Wolf (6 hr)
155917	Spirit of the Wolf (12 hr)
155918	Spirit of the Wolf (24 hr)
155919	Spirit of the Falcon (10 min)
155920	Spirit of the Falcon (30 min)
155921	Spirit of the Falcon (60 min)
155922	Spirit of the Falcon (6 hr)
155923	Spirit of the Falcon (12 hr)
155924	Spirit of the Falcon (24 hr)
155925	Spirit of the Snake (10 min)
155926	Spirit of the Snake (30 min)
155927	Spirit of the Snake (60 min)
155928	Spirit of the Snake (6 hr)
155929	Spirit of the Snake (12 hr)
155930	Spirit of the Snake (24 hr)
155931	Spirit of the Coyote (10 min)
155932	Spirit of the Coyote (30 min)
155933	Spirit of the Coyote (60 min)
155934	Spirit of the Coyote (6 hr)
155935	Spirit of the Coyote (12 hr)
155936	Spirit of the Coyote (24 hr)
155937	Soul of the Cheetah (10 min)
155938	Soul of the Cheetah (30 min)
155939	Soul of the Cheetah (60 min)
155940	Soul of the Cheetah (6 hr)
155941	Soul of the Cheetah (12 hr)
155942	Soul of the Cheetah (24 hr)
155943	Soul of the Bear (10 min)
155944	Soul of the Bear (30 min)
155945	Soul of the Bear (60 min)
155946	Soul of the Bear (6 hr)
155947	Soul of the Bear (12 hr)
155948	Soul of the Bear (24 hr)
155949	Soul of the Wolf (10 min)
155950	Soul of the Wolf (30 min)
155951	Soul of the Wolf (60 min)
155952	Soul of the Wolf (6 hr)
155953	Soul of the Wolf (12 hr)
155954	Soul of the Wolf (24 hr)
155955	Soul of the Falcon (10 min)
155956	Soul of the Falcon (30 min)
155957	Soul of the Falcon (60 min)
155958	Soul of the Falcon (6 hr)
155959	Soul of the Falcon (12 hr)
155960	Soul of the Falcon (24 hr)
155961	Soul of the Snake (10 min)
155962	Soul of the Snake (30 min)
155963	Soul of the Snake (60 min)
155964	Soul of the Snake (6 hr)
155965	Soul of the Snake (12 hr)
155966	Soul of the Snake (24 hr)
155967	Soul of the Coyote (10 min)
155968	Soul of the Coyote (30 min)
155969	Soul of the Coyote (60 min)
155970	Soul of the Coyote (6 hr)
155971	Soul of the Coyote (12 hr)
155972	Soul of the Coyote (24 hr)
158901	Increases movement speed by 25%.
158907	Elemental Resistance Rate increased by 12%
158913	Attack Speed increased by 20%
//їААь 11:23 2011-05-02	
155973	Ring of the Chosen One
158973	A mysterious ring that enables you to exert amazing power in an affiliated Premium.
//їАИД 3:23 2011-05-03	
1103	Select Zard to extract.
158022	Lackluster Zard Extraction Stone
158162	Faint Zard Extraction Stone
158052	Glittering Zard Extraction Stone
//їАИД 4:48 2011-05-04	
47543	[Normal] 2nd Soul Card
48543	Mysterious item containing a lucky item. They say the item contained is different from the previous one. <Right click to use.>
//їАИД 12:12 2011-05-11	
47544	Piece of the Crystal of Darkness
48544	"A piece chipped off the Crystal of Darkness. It is said that the Mysterious Man D., who showed up in Waldchen, can craft Dark Elite Equipment with this piece. He prefers to trade in a secluded place."
47545	Piece of the Crystal of Light
48545	"A piece chipped off the Crystal of Light. It is said that the Mysterious Man L., who showed up in Waldchen, can craft an Elite Weapon with this piece. He prefers to trade in a warm place with fire."
//їАИД 4:56 2011-05-11	
303344	Fire Seeds reduce flames.
//їАИД 2:54 2011-05-12	
12155	Faint Zard Synthesizing Condiment
12156	Glittering Zard Synthesizing Condiment
//їАИД 7:07 2011-05-12	
401678	Threat of the Jungle 1
401679	Буреющий непенес
401680	Rotten Tree Tentacle Golem
401681	Threat of the Jungle 2
401682	Threat of the Jungle 3
401684	Poisoned Soldiers
401685	Formulating Antidotes
401686	Antidote for Poisonous Mushroom
401687	Formulating Antidotes
401688	Reconstruction of Kortoq Village
401689	Strong Bone
401690	Iron Ore
401693	Gift from Chieftain
401694	Ruler of the Jungle 1
401695	Ruler of the Jungle 2
401696	Hook Raptor!
401697	Musculus!
401698	Ruler of the Jungle 3
401699	Scout Balter's Report
401700	Scout Otto's Map
401701	Scout Fisher's Report
401702	Ruler of the Jungle 4
401703	Ruler of the Jungle 5
401704	Interrogation
401705	Fever the Liar
401706	Fever's Confession
401707	Lack of Meat
401708	Raptor Meat
401709	Rhinoceros Meat
401712	Nutritious!
401713	Temple
401714	Jungle Desperado 1
401715	Jungle Desperado 2
401716	Followers of Goddess
401717	Sabotage from Bloody Fang Tribe (Mission Prerequisites)
401718	Wiping Out the Bloody Fang Tribe 1
401719	Wiping Out the Bloody Fang Tribe 2
401720	Break through Galenoa Jungle (Party Recommended)
401721	Jungle Ruler Charo
401722	Jungle Ruler One-eyed Gory
401723	Jungle Ruler Wild Popotu
401724	Record of War - Ruler Charo (Repeat)
401725	Record of War - Ruler One-eyed Gory (Repeat)
401726	Record of War - Ruler Wild Popotu (Repeat)
401727	Record of War - Master of Junger Pale Deinos (Repeat)
401728	Record of War 2 - Ruler Charo (Repeat)
401729	Record of War 2 - Ruler One-eyed Gory (Repeat)
401730	Record of War 2 - Ruler Wild Popotu (Repeat)
401731	Record of War 2 - Master of Junger Pale Deinos (Repeat)
401732	Record of War 3 - Ruler Charo (Repeat)
401733	Record of War 3 - Ruler One-eyed Gory (Repeat)
401734	Record of War 3 - Ruler Wild Popotu (Repeat)
401735	Record of War 3 - Master of Junger Pale Deinos (Repeat)
401736	Captain Rex
401737	Captain Perna
401738	Captain Lider
401739	Record of War - Captains' Resistance 1 (Repeat)
401740	Record of War - Captains' Resistance 1 (Repeat)
401741	Elite Monsters in Galenoa Jungle 1 (Repeat)
401742	Leader Monsters in Galenoa Jungle 1 (Repeat)
401743	Elite Monsters in Galenoa Jungle 2 (Repeat)
401744	Leader Monsters in Galenoa Jungle 2 (Repeat)
401745	Elite Monsters in Galenoa Jungle 3 (Repeat)
401746	Leader Monsters in Galenoa Jungle 3 (Repeat)
401751	Record of War 1 - Pledge of Helron Lv. 1 (Repeat)
401752	Record of War 1 - Pledge of Helron Lv. 2 (Repeat)
401753	Record of War 1 - Pledge of Helron Lv. 3 (Repeat)
401754	Record of War 2 - Pledge of Helron Lv. 1 (Repeat)
401755	Record of War 2 - Pledge of Helron Lv. 2 (Repeat)
401756	Record of War 2 - Pledge of Helron Lv. 3 (Repeat)
401757	Record of War 2 - Pledge of Helron Lv. 4 (Repeat)
401758	Record of War 3 - Pledge of Helron Lv. 1 (Repeat)
401759	Record of War 3 - Pledge of Helron Lv. 2 (Repeat)
401760	Record of War 3 - Pledge of Helron Lv. 3 (Repeat)
401761	Record of War 3 - Pledge of Helron Lv. 4 (Repeat)
401762	Record of War 4 - Pledge of Helron Lv. 1 (Repeat)
401763	Record of War 4 - Pledge of Helron Lv. 2 (Repeat)
401764	Record of War 4 - Pledge of Helron Lv. 3 (Repeat)
401765	Record of War 4 - Pledge of Helron Lv. 4 (Repeat)
401766	Monsters in Tainted Shrine 1 (Repeat)
401767	Monsters in Black Ether 1 (Repeat)
401768	Grotesque Creature 1 (Repeat)
401769	Schwartz's Jewel
401770	More Schwartz's Jewels
401771	Power of Wealth
401772	Monsters in Tainted Shrine 2 (Repeat)
401773	Monsters in Black Ether 2 (Repeat)
401774	Grotesque Creature 2(Repeat)
401775	Shiny Jewel of Aukra
401776	Wealth of Jewels
401777	Oh! Jewel!
401778	Monsters in Tainted Shrine 3 (Repeat)
401779	Monsters in Black Ether 3 (Repeat)
401780	Grotesque Creature 3 (Repeat)
401781	Resurrected Monsters 3 (Repeat)
401782	Artifact of Helron
401783	More Artifacts of Helron
401784	"Oh, my treasure!"
401785	Strongest Mount Armor 1
401786	Strongest Mount Armor 2
401787	Strongest Mount Armor 3
401788	Record of War - Pledge of Graveyard Lv. 1 (Repeat)
401789	Record of War - Pledge of Graveyard Lv. 2 (Repeat)
401790	Record of War - Pledge of Graveyard Lv. 3 (Repeat)
401791	Record of War 2 - Pledge of Graveyard Lv. 1 (Repeat)
401792	Record of War 2 - Pledge of Graveyard Lv. 2 (Repeat)
401793	Record of War 2 - Pledge of Graveyard Lv. 3 (Repeat)
401794	Record of War 2 - Pledge of Graveyard Lv. 4 (Repeat)
401795	Record of War 3 - Pledge of Graveyard Lv. 1 (Repeat)
401796	Record of War 3 - Pledge of Graveyard Lv. 2 (Repeat)
401797	Record of War 3 - Pledge of Graveyard Lv. 3 (Repeat)
401798	Record of War 3 - Pledge of Graveyard Lv. 4 (Repeat)
401799	Record of War 4 - Pledge of Graveyard Lv. 1 (Repeat)
401800	Record of War 4 - Pledge of Graveyard Lv. 2 (Repeat)
401801	Record of War 4 - Pledge of Graveyard Lv. 3 (Repeat)
401802	Record of War 4 - Pledge of Graveyard Lv. 4 (Repeat)
401803	Record of War 4 - Pledge of Graveyard Lv. 5 (Repeat)
401804	Evil of the Altar (Repeat)
401805	Resurrected Evil (Repeat)
401806	Evil in the Hall of Darkness (Repeat)
401807	AiortЎЇs Jewel
401808	More AiortЎЇs Jewels
401809	Power of Jewels
401810	Evil of the Altar 2 (Repeat)
401811	Resurrected Evil 2 (Repeat)
401812	Evil in the Hall of Darkness 2 (Repeat)
401813	Evil of the Altar of Darkness (Repeat)
401814	Shiny Jewel
401815	More Jewels
401816	Greedy Person
401817	Dreams of Being a Billionaire
401818	Evil of the Altar 3 (Repeat)
401819	Resurrected Evil 3 (Repeat)
401820	Evil in the Hall of Darkness 3 (Repeat)
401821	Evil of the Altar of Darkness 3 (Repeat)
401822	Rite-Master of Darkness (Repeat)
401823	AiortЎЇs Relic
401824	More Artifacts of Aiort
401825	Power of Artifacts
401826	My treasure!
401827	Cursed Tower Trial of Earth (Repeat)
401828	Jewel of Earth 1
401829	Jewel of Earth 2
401830	Jewel of Earth 3
401831	"Cursed Tower, Trial of Water (Repeat)"
401832	Jewel of Water 1
401833	Jewel of Water 2
401834	Jewel of Water 3
401835	"Cursed Tower, Trial of Fire (Repeat)"
401836	Jewel of Fire 1
401837	Jewel of Fire 2
401838	Jewel of Fire 3
401839	"Cursed Tower, Trial of Wind (Repeat)"
401840	Jewel of Wind 1
401841	Jewel of Wind 2
401842	Jewel of Wind 3
401843	"Cursed Tower, Trial of Darkness (Repeat)"
401844	Jewel of Darkness 1
401845	Jewel of Darkness 2
401846	Jewel of Darkness 3
401847	Record of War - Pledge of Beasts Lv. 1 (Repeat)
401848	Record of War - Pledge of Beasts Lv. 2 (Repeat)
401849	Record of War - Pledge of Beasts Lv. 3 (Repeat)
401850	Record of War - Pledge of Beasts Lv. 4 (Repeat)
401851	Record of War - Forest of Beasts (Repeat)
401852	Record of War - Pledge of Sewers Lv. 1 (Repeat)
401853	Record of War - Pledge of Sewers Lv. 2 (Repeat)
401854	Record of War - Pledge of Sewers Lv. 3 (Repeat)
401855	Record of War - Pledge of Sewers Lv. 4 (Repeat)
401856	Record of War - Etherain Sewer (Repeat)
401857	Record of War - Pledge of Snowy Plains Lv. 1 (Repeat)
401858	Record of War - Pledge of Snowy Plains Lv. 2 (Repeat)
401859	Record of War - Pledge of Snowy Plains Lv. 3 (Repeat)
401860	Record of War - Pledge of Snowy Plains Lv. 4 (Repeat)
401861	Record of War - Frozen Palace (Repeat)
401862	Record of War - Pledge of Dragonkin Lv. 1 (Repeat)
401863	Record of War - Pledge of Dragonkin Lv. 2 (Repeat)
401864	Record of War - Pledge of Dragonkin Lv. 3 (Repeat)
401865	Record of War - Pledge of Dragonkin Lv. 4 (Repeat)
401866	Record of War - Valley of the Dragonkin (Repeat)
//їАИД 2:31 2011-05-13	
158540	Premium Ticket No.2
//їАИД 5:16 2011-05-16	
2170	Slot Swap button (`)\n\nThis button swaps the top and bottom slots.
2171	"Expand/Collapse Slot (-)\n\nUsing this button, you can toggle between Single-line view and Dual-line view."
//їАИД 6:07 2011-05-16	
158919	Increases critical damage by 15% and hit rating by 8%
//їААь 10:48 2011-05-18	
155773	Битва силы
158773	[Mission] Eliminate Pale Deinos at the Power Battle
//їАИД 3:23 2011-05-18	
48997	Give this to any merchant in the village to get 500 Heim.
//їАИД 3:29 2011-05-18	
40601	[Reward Item] Black Wings of Icarus
40602	[Reward Item] Black Wings of Perseus
40603	[Reward Item] Black Wings of Psyche
40604	[Reward Item] Black Wings of Cupid
40605	[Reward Item] Black Wings of Daedalus
//їААь 10:30 2011-05-19	
46170	A key from the patrol captain. It can release a locked pulley.
//їААь 11:13 2011-05-19	
90992	What's Heal? Is it something to eat? Ghost Busters AC.
90993	"You have achieved ""Temptation of Red Potion"" AC."
90994	How to make a full recovery? Ghost Busters AC.
90995	You have achieved Red Potion Addict AC.
90996	I like Blue Potions! Ghost Busters AC.
90997	I don't need anything like Heal. Ghost Busters AC.
//їАИД 12:17 2011-05-19	
45620	Liberation Army Qualification
//їАИД 2:16 2011-05-19	
47599	[Elite Soldiers] Holy Book of Hermetism (5 sockets only)
48599	"When this Holy Book of Hermetism given to a Liberation Army Elite Soldier is used, there is 100% chance that the item will have 5 sockets. Amazing energy is felt around the Holy Book."
//їАИД 3:38 2011-05-19	
159540	Premium Ticket No.3
//їАИД 3:57 2011-05-19	
47661	Destroyer Nibelung's Weapon Box
47662	Damned Yggdrasil's Weapon Box
47663	Defiled Nephthys' Weapon Box
47664	Deathly Chlorys' Weapon Box
47665	Devourer Anubis' Weapon Box
47671	Destroyer Apollo's Armor Box
47672	Damned Ares' Armor Box
47673	Deathly Artemis' Armor Box
47674	Blasphemous Nike's Armor Box
47675	Devourer Hermes' Armor Box
48661	A box containing one of Destroyer Nibelung's Weapons <Right-click to use.>
48662	A box containing one of Damned Yggdrasil's Weapons <Right-click to use.>
48663	A box containing one of Defiled Nephthys' Weapons <Right-click to use.>
48664	A box containing one of Deathly Chlorys' Weapons <Right-click to use.>
48665	A box containing one of Devourer Anubis' Weapons <Right-click to use.>
48671	A box containing one of Destroyer Apollo's Armors <Right-click to use.>
48672	A box containing one of Damned Ares' Armors <Right-click to use.>
48673	A box containing one of Deathly Artemis' Armors <Right-click to use.>
48674	A box containing one of Blasphemous Nike's Armors <Right-click to use.>
48675	A box containing one of Devourer Hermes' Armors <Right-click to use.>
//їАИД 4:10 2011-05-19	
159304	A fast Etherain war horse. <Right click to summon>
159305	A fast Bigfoot Leopard. <Right click to summon>
159306	A fast Orc Pig. <Right click to summon>
//їАИД 12:10 2011-05-20	
8130	View Info.
8131	Later
8132	View Info.
8133	%d/%d
8134	Close Help.
//їАИД 3:32 2011-05-20	
155800	Equip Strong Conqueror of Forests Set.
155801	Equip Brave Conqueror of Forests Set.
155802	Equip Cold Conqueror of Forests Set.
155803	Equip Agile Conqueror of Forests Set.
155804	Equip Sacred Conqueror of Forests Set.
155805	Equip Strong Conqueror of Sewers Set.
155806	Equip Brave Conqueror of Sewers Set.
155807	Equip Cold Conqueror of Sewers Set.
155808	Equip Agile Conqueror of Sewers Set.
155809	Equip Sacred Conqueror of Sewers Set.
155810	Equip Strong Conqueror of Snowy Plains Set.
155811	Equip Brave Conqueror of Snowy Plains Set.
155812	Equip Cold Conqueror of Snowy Plains Set.
155813	Equip Agile Conqueror of Snowy Plains Set.
155814	Equip Sacred Conqueror of Snowy Plains Set.
155815	Equip Strong Conqueror of Dragonkin Set.
155816	Equip Brave Conqueror of Dragonkin Set.
155817	Equip Cold Conqueror of Dragonkin Set.
155818	Equip Agile Conqueror of Dragonkin Set.
155819	Equip Sacred Conqueror of Dragonkin Set.
155820	Equip Strong Conqueror of Aiort Set.
155821	Equip Brave Conqueror of Aiort Set.
155822	Equip Cold Conqueror of Aiort Set.
155823	Equip Agile Conqueror of Aiort Set.
155824	Equip Sacred Conqueror of Aiort Set.
155825	Equip Strong Conqueror of Helron Set.
155826	Equip Brave Conqueror of Helron Set.
155827	Equip Cold Conqueror of Helron Set.
155828	Equip Agile Conqueror of Helron Set.
155829	Equip Sacred Conqueror of Helron Set.
158800	Equip all the Strong Conqueror of Forests Sets.
158801	Equip all the Brave Conqueror of Forests Sets.
158802	Equip all the Cold Conqueror of Forests Sets.
158803	Equip all the Agile Conqueror of Forests Sets.
158804	Equip all the Sacred Conqueror of Forests Sets.
158805	Equip all the Strong Conqueror of Sewers Sets.
158806	Equip all the Brave Conqueror of Sewers Sets.
158807	Equip all the Cold Conqueror of Sewers Sets.
158808	Equip all the Agile Conqueror of Sewers Sets.
158809	Equip all the Sacred Conqueror of Sewers Sets.
158810	Equip all the Strong Conqueror of Snowy Plains Sets.
158811	Equip all the Brave Conqueror of Snowy Plains Sets.
158812	Equip all the Cold Conqueror of Snowy Plains Sets.
158813	Equip all the Agile Conqueror of Snowy Plains Sets.
158814	Equip all the Sacred Conqueror of Snowy Plains Sets.
158815	Equip all the Strong Conqueror of Dragonkin Sets.
158816	Equip all the Brave Conqueror of Dragonkin Sets.
158817	Equip all the Cold Conqueror of Dragonkin Sets.
158818	Equip all the Agile Conqueror of Dragonkin Sets.
158819	Equip all the Sacred Conqueror of Dragonkin Sets.
