//WeaponItemInfo																																			거래및판매여부	각종가능여부																																																																																																																																								힘	민	체	지	정				
//	WeaponItemInfo 사용가능대역																																																																																																																																																																										버	26	13	27	4	10	80			
//	1~1000																																																																																																																																																																										드	22	20	20	6	12	80			
//	10001~11000			!! 연결 업데이트 문제로 인해 셀값이 달라지는 문제가 생겨																																																																																																																																																																							발	16	23	15	7	19	80			
//	20001~21000			!! 수치데이터 문서와의 연결 전부 날림																																																																																																																																																																							엘	8	12	13	25	22	80			
//	30001~31000			"이후, 참조값이 있는 수식은 가급적 날려주세요!"																																																													0 모두																																																																																																										섀	19	17	16	18	10	80			
//	50000~50999		//12 : 습득시 즉시사용 사용 실패시 보존																																																														1 남자																																																																																																										미	15	21	15	19	10	80			
//			//13 : 습득시 즉시사용 사용 실패시 삭제																																																																																																																																																																								헬	15	12	27	6	20	80			
//										남	여																																																						2 여자	버서커	드나	섀도	발키리	엘리	미스틱	헬로이드	위치블레이드			 < 기본옵션 >																				< 가맹PC방 전용 옵션 >																					남	여																							디바인 구역															엘리트 구역						유니크 구역									위	18	20	24	8	10	80			
//파라메타 업데이트 버전 정보						814	814				1102			1102		819	814			809	812	812		810					816		816	1103				811	820	1005		904						1102_삭제																		905	1102						1204	1304				811				811				811				812	812	812	812	812	812	812	812	811				811				811				812	812	812	812	812	812	812	812			1102		1102			812	818	818				815				902																																				810											
//설명	아이템코드	판매종류	소멸방식	이름	네임코드	아이템색사용여부	아이템색상코드	네임코드2	설명코드	장착이미지코드	장착이미지코드2	인벤이미지코드	드랍이미지코드	베타키구분코드	종류및계열	이벤트타입	아이템Drop사운드인덱스	효과발동위치	효과코드	본위치	특수액세서리본위치	특수액세서리장착타입	아이템계열	세트옵션적용	세트계열	레벨	내구도	내구감소력	내구도패널티인덱스	아이템가격	아이템가격_최대값	주사위획득방식	팝업창출력여부	"장비,사용여부"	거래및판매여부	각종가능여부	귀속여부	에테리아추출가능여부	장비제한레벨	아이템사용제한레벨	힘제한	민첩제한	체력제한	지력제한	정신력제한	숙련도1	숙련도2	최소데미지	최대데미지	물리공격성공률	물리공격속도	물리방어력	물리공격회피율	기본공격타입	공격속성	공격타입	공격거리	방어타입	마법최소공격력	마법최대공격력	마법공격속도	마법방어력	이동속도	탈것장비클래스	성별타입	장비클래스1	장비클래스2	장비클래스3	장비클래스4	장비클래스5	장비클래스6	장비클래스7	장비클래스8	장비클래스9	장비위치	옵션발동조건1	옵션종류1	수치타입	기본옵션1	옵션발동조건2	옵션종류2	수치타입	기본옵션2	옵션발동조건3	옵션종류3	수치타입	기본옵션3	옵션발동조건4	옵션종류4	수치타입	기본옵션4	옵션발동조건5	옵션종류5	수치타입	기본옵션5	옵션발동조건1	옵션종류1	수치타입	PC방옵션1	옵션발동조건2	옵션종류2	수치타입	PC방옵션2	옵션발동조건3	옵션종류3	수치타입	PC방옵션3	옵션발동조건4	옵션종류4	수치타입	PC방옵션4	옵션발동조건5	옵션종류5	수치타입	PC방옵션5	발사체	머리형태	머리형태2	커스터마이즈	커스터마이즈2	중복개수	장착중복가능개수(Index)	장착중복가능개수(Type)-인벤토리	장착중복그룹	장착개수	포션기능	쿨타임타입	상승수치	경험치물약필드	지속시간	횟수	쿨타임	카오시간감소	퀘스트ID	재료특성	스킬정보	쟈드등급	쟈드옵션종류	쟈드합성추가성공률	교환아이템정보	디바인힘제한	디바인민첩제한	디바인체력제한	디바인지력제한	디바인정신력제한	디바인숙련도1	디바인숙련도2	디바인물리최소데미지	디바인물리최대데미지	디바인마법최소데미지	디바인마법최대데미지	디바인물리방어력	디바인마법방어력	AC코드	AC참조타입	엘리트물리최소데미지	엘리트물리최대데미지	엘리트마법최소데미지	엘리트마법최대데미지	엘리트물리방어력	엘리트마법방어력	유니크물리최소데미지	유니크물리최대데미지	유니크마법최소데미지	유니크마법최대데미지	유니크물리방어력	유니크마법방어력	아이템종류선정	배틀존아이템분배적용											
	Code	ChargeType	ChargeSubType	Name	NameCode	NameColorType	NameColorCode	NameCode2	DNCode3	WearImageCode	WearImageCode2	InvenImageCode	DropImageCode	BetaKeyCode	Type	Etype	ItemSoundIndex	EffectPosition	EffectCode	RotBone	BoneName	SABoneType	SubType	SetOptionType	SetType	Level	Dura	DuraStrenth	StrengthPenaltyIndex	ItemSellMoney	ItemSellMoney_Max	DiceCast	Popup	MaterialType	TradeSellType	Mixture	ReversionType	ExtractType	LimitEqLevel	LimitUseLevel	LimitStr	LimitDex	LimitVit	LimitInt	LimitSpr	LimitSkill1	LimitSkill2	MinDamage	MaxDamage	PhyAttRate	PhyAttSpeed	PhyDef	PhyAvoid	BaseAttType	MagicalAttType	MeleeType	AttRange	ArmorType	MagicAttMinDamgage	MagicAttMaxDamgage	MagicAttSpeed	MagicDef	Speed	EqRidingClass	GenderType	EqClass1	EqClass2	EqClass3	EqClass4	EqClass5	EqClass6	EqClass7	EqClass8	EqClass9	EqPos	ExerciseEffect1	OptionKind1	OptionType1	OptionValue1	ExerciseEffect2	OptionKind2	OptionType2	OptionValue2	ExerciseEffect3	OptionKind3	OptionType3	OptionValue3	ExerciseEffect4	OptionKind4	OptionType4	OptionValue4	ExerciseEffect5	OptionKind5	OptionType5	OptionValue5	PCExerciseEffect1	PCOptionKind1	PCOptionType1	PCOptionValue1	PCExerciseEffect2	PCOptionKind2	PCOptionType2	PCOptionValue2	PCExerciseEffect3	PCOptionKind3	PCOptionType3	PCOptionValue3	PCExerciseEffect4	PCOptionKind4	PCOptionType4	PCOptionValue4	PCExerciseEffect5	PCOptionKind5	PCOptionType5	PCOptionValue5	Missile	HeadType	HeadType2	Customize	Customize2	DupNum	DupEquipNum	DupEquipTypeNum	DupEquipGroup	DupEquipGroupNum	WasteType	CoolTimeType	HealHP	ExpHP	HealTime	Times	CoolTime	ChaoTimeDec	QuestCode	MaterialCode	SkillCode	ZardGrade	ZardOptionKind	ZardSuccesPer	ExchangedItem	DivLimitStr	DivLimitDex	DivLimitVit	DivLimitInt	DivLimitSpr	DivLimitSkill1	DivLimitSkill2	DivPhyMinDamage	DivPhyMaxDamage	DivMagicMinDamage	DivMagicMaxDamage	DivPhyDef	DivMagicDef	ACCode	ACReferenceID	ElitePhyMinDamage	ElitePhyMaxDamage	EliteMagicMinDamage	EliteMagicMaxDamage	ElitePhyDef	EliteMagicDef	UniPhyMinDamage	UniPhyMaxDamage	UniMagicMinDamage	UniMagicMaxDamage	UniPhyDef	UniMagicDef	ItemListType	UseItemDistribution	FieldEnd										
	10093	0	0	주석_한손석궁_3등급아이템	30213	0	0	30007	0	603	603	2603	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	3	34	7924	1	1200	1200	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0 	0 	53 	60 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	58	69	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	15
	10094	0	0	강철_한손석궁_4등급아이템	30214	0	0	30007	0	604	604	2604	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	4	38	7756	1	1900	1900	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0 	0 	62 	71 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	68	82	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	22
	10095	0	0	속사_한손석궁_5등급아이템	30215	0	0	30007	0	605	605	2605	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	5	43	7588	1	2900	2900	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0 	0 	72 	83 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	79	95	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	29
	10096	0	0	리베호수_한손석궁_6등급아이템	30216	0	0	30007	0	606	606	2606	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	6	47	7418	1	4500	4500	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0 	0 	84 	97 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	92	112	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	36
	10097	0	0	경이로운자_한손석궁_7등급아이템	30217	0	0	30007	0	607	607	2607	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	7	52	7250	1	6900	6900	0	0	1	0	0	0	0	43	0	0	0	0	0	0	0 	0 	99 	114 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	109	131	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	43
	10098	0	0	진노한나자린_한손석궁_8등급아이템	30218	0	0	30007	0	608	608	2608	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	8	56	7082	1	10700	10700	0	0	1	0	0	0	0	50	0	0	0	0	0	0	0 	0 	116 	133 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	128	153	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	50
	10099	0	0	비밀숲_한손석궁_9등급아이템	30219	0	0	30007	0	609	609	2609	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	9	61	6912	1	16700	16700	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0 	0 	136 	157 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	150	181	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	57
	10100	0	0	디스트럭션키스_한손석궁_10등급아이템	30220	0	0	30007	0	610	610	2610	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	10	66	6744	1	25800	25800	0	0	1	0	0	0	0	64	0	0	0	0	0	0	0 	0 	159 	184 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	175	212	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	64
//	10101	0	0	겸허한이노슨_한손석궁_11등급아이템	30221	0	0	30007	0	611	611	2611	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	11	70	6576	1	40000	40000	0	0	1	0	0	0	0	71	0	0	0	0	0	0	0 	0 	186 	215 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	205	247	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	71
//	10102	0	0	궁사라우펜_한손석궁_12등급아이템	30222	0	0	30007	0	612	612	2612	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	12	75	6406	1	62000	62000	0	0	1	0	0	0	0	78	0	0	0	0	0	0	0 	0 	218 	251 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	240	289	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	78
//	10103	0	0	잔혹한분노의_한손석궁_13등급아이템	30223	0	0	30007	0	613	613	2613	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	13	79	6238	1	96200	96200	0	0	1	0	0	0	0	85	0	0	0	0	0	0	0 	0 	255 	294 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	281	338	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	85
//	10104	0	0	검은태양의_한손석궁_14등급아이템	30224	0	0	30007	0	614	614	2614	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	14	84	6070	1	149000	149000	0	0	1	0	0	0	0	92	0	0	0	0	0	0	0 	0 	299 	344 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	329	396	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	92
//	10105	0	0	하늘정원의_한손석궁_15등급아이템	30225	0	0	30007	0	615	615	2615	39999	0	7	0	7	0	Null	0	Null	0	0	0	0	15	88	5902	1	231000	231000	0	0	1	0	0	0	0	99	0	0	0	0	0	0	0 	0 	350 	403 	0.8 	150 	0 	0 	2 	2 	2	19 	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	385	463	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	99
	10106	0	0	금속_에테르웨폰_1등급아이템	30241	0	0	30008	0	701	701	2701	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	1	25	5400	1	25	25	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0 	0 	46 	61 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	51	70	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	1
	10107	0	0	청동_에테르웨폰_2등급아이템	30242	0	0	30008	0	702	702	2702	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	2	29	5184	1	800	800	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0 	0 	55 	72 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	61	83	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	8
	10108	0	0	주석_에테르웨폰_3등급아이템	30243	0	0	30008	0	703	703	2703	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	3	34	5076	1	1200	1200	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0 	0 	64 	85 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	70	98	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	15
	10109	0	0	강철_에테르웨폰_4등급아이템	30244	0	0	30008	0	704	704	2704	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	4	38	4968	1	1900	1900	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0 	0 	74 	99 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	81	114	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	22
	10110	0	0	천둥소리_에테르웨폰_5등급아이템	30245	0	0	30008	0	705	705	2705	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	5	43	4860	1	2900	2900	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0 	0 	87 	116 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	96	133	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	29
	10111	0	0	코르닉_에테르웨폰_6등급아이템	30246	0	0	30008	0	706	706	2706	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	6	47	4752	1	4500	4500	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0 	0 	103 	136 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	113	156	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	36
	10112	0	0	백발백중_에테르웨폰_7등급아이템	30247	0	0	30008	0	707	707	2707	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	7	52	4644	1	6900	6900	0	0	1	0	0	0	0	43	0	0	0	0	0	0	0 	0 	120 	159 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	132	183	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	43
	10113	0	0	명사수콘시_에테르웨폰_8등급아이템	30248	0	0	30008	0	708	708	2708	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	8	56	4536	1	10700	10700	0	0	1	0	0	0	0	50	0	0	0	0	0	0	0 	0 	141 	186 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	155	214	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	50
	10114	0	0	이방인의_에테르웨폰_9등급아이템	30249	0	0	30008	0	709	709	2709	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	9	61	4428	1	16700	16700	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0 	0 	165 	218 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	182	251	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	57
	10115	0	0	인피니티버스트_에테르웨폰_10등급아이템	30250	0	0	30008	0	710	710	2710	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	10	66	4320	1	25800	25800	0	0	1	0	0	0	0	64	0	0	0	0	0	0	0 	0 	193 	256 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	212	294	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	64
//	10116	0	0	의로운브리즈_에테르웨폰_11등급아이템	30251	0	0	30008	0	711	711	2711	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	11	70	4212	1	40000	40000	0	0	1	0	0	0	0	71	0	0	0	0	0	0	0 	0 	226 	299 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	249	344	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	71
//	10117	0	0	타우루_에테르웨폰_12등급아이템	30252	0	0	30008	0	712	712	2712	39999	0	8	0	8	0	Null	0	Null	0	0	0	0	12	75	4104	1	62000	62000	0	0	1	0	0	0	0	78	0	0	0	0	0	0	0 	0 	264 	351 	0.8 	105 	0 	0 	2 	2 	2 	16	0 	0 	0 	0 	0 	0 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	0 	290	404	0 	0 	0 	0 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		//	-16	-23				-39	-7.8	-5	78
