	SkillClassCode	EventType	PositionType	EffectCode	LifeTime	ChaseTarget	StaticRotate	ActiveDelayTime	Comment
	909	EVENT_4	TARGET_ARROW	KA86	0	0	0	0	템페스트블로우
	909	EVENT_5	TARGET_ARROW	KA86	0	0	0	0	템페스트블로우
	909	EVENT_6	TARGET_ARROW	KA86	0	0	0	0	템페스트블로우
	909	EVENT_7	TARGET_ARROW	KA85	0	0	0	0	템페스트블로우
	914	EVENT_1	TARGET_ARROW	KB10	5000	0	0	0	페이탈포인트
	920	DAMAGE	USER_POSITION	KB41	3000	0	0	0	플레임버스트
	930	FIELD	USER_POSITION	KB85	3000	0	0	377	볼케이노
	925	FIELD	FIELD	KB65	3000	0	0	150	이그니션
	932	FIELD	FIELD	KB95	5000	0	0	0	그라비티
	922	FIELD	CAMERA_A_2	NULL	1500	0	0	0	프로스트레인
	922	FIELD	FIELD	KB50	4000	0	0	0	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	114	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	285	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	456	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	722	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	855	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	950	프로스트레인(낙하)
	922	FIELD	FIELD	KB50	4000	0	0	960	프로스트레인(낙하)
	905	FIELD	CAMERA_A_2	NULL	500	0	0	200	라이징서펀트
	909	FIELD	CAMERA_A_1	NULL	200	0	0	143	템페스트블로우
	909	FIELD	CAMERA_A_1	NULL	200	0	0	348	템페스트블로우
	909	FIELD	CAMERA_A_1	NULL	200	0	0	492	템페스트블로우
	909	FIELD	CAMERA_A_1	NULL	200	0	0	758	템페스트블로우
	909	FIELD	CAMERA_A_1	NULL	200	0	0	1045	템페스트블로우
	909	FIELD	CAMERA_A_1	NULL	200	0	0	1291	템페스트블로우
	909	FIELD	CAMERA_A_1	NULL	200	0	0	1578	템페스트블로우
	911	FIELD	CAMERA_A_4	NULL	400	0	0	450	크레비스
	912	FIELD	CAMERA_A_4	NULL	400	0	0	300	스톰핑후프
	924	FIELD	CAMERA_A_3	NULL	300	0	0	300	토네이도
	925	FIELD	CAMERA_A_3	NULL	700	0	0	120	이그니션
	930	FIELD	CAMERA_A_3	NULL	500	0	0	377	볼케이노
	933	FIELD	CAMERA_A_7	NULL	800	0	0	200	미티어
	933	FIELD	FIELD	KC00	5000	0	0	150	미티어
	929	FIELD	CAMERA_A_1	NULL	1000	0	0	0	썬더클라우드
	929	FIELD	FIELD	KB81	0	0	0	97	썬더클라우드(낙하)
	929	FIELD	FIELD	KB81	0	0	0	262	썬더클라우드(낙하)
	929	FIELD	FIELD	KB81	0	0	0	435	썬더클라우드(낙하)
	929	FIELD	FIELD	KB81	0	0	0	562	썬더클라우드(낙하)
	929	FIELD	FIELD	KB81	0	0	0	720	썬더클라우드(낙하)
	929	FIELD	FIELD	KB80	5000	0	0	0	썬더클라우드(구름)
	931	FIELD	FIELD	KB90	0	0	0	0	다크오브라이트(시전)
	932	FIELD	FIELD	KB95	5000	0	0	0	그라비티
//	916	DAMAGE	USER_POSITION	KB21	5000	0	0	0	미스트댄스(피격)
	936	FIELD	CAMERA_A_4	NULL	600	0	0	200	피닉스버스트
	937	FIELD	FIELD	KB91	2000	0	0	0	다크오브라이트(지속)
	265	DAMAGE	CAMERA_A_3	NULL	100	0	0	0	드래곤블레이드퓨리
	51	START	POS_RHAND	I460	10000	1	1	0	타운트
	51	BUFF	POS_HEAD	I461	10000	1	0	0	타운트
	53	START	POS_FOOT	I440	10000	1	1	0	쏜즈스킨
	53	BUFF	POS_BODY	I441	10000	1	0	0	쏜즈스킨
	53	START	POS_BODY	I442	10000	1	0	0	쏜즈스킨
	55	START	POS_FOOT	I450	10000	1	0	0	그라운드쇼크
	56	START	POS_HEAD	I531	10000	1	0	0	데미지리커버리
	58	START	POS_FOOT	I520	10000	1	0	0	웨폰브레이크
	60	START	POS_BODY	I530	2000	1	0	0	데미지리플렉션
	60	START	POS_HEAD	I471	10000	1	0	0	데미지리플렉션
	61	START	POS_FOOT	I452	10000	1	0	0	점핑크러쉬
	63	START	POS_FOOT	I390	10000	1	0	0	와일드스피릿
	63	BUFF	POS_FOOT	I391	10000	1	0	0	와일드스피릿
	64	START	POS_FOOT	K695	3000	0	0	0	디펜더모드
//	66	START	POS_RHAND	I460	10000	0	1	0	매스타운트
//	66	BUFF	POS_HEAD	I461	10000	1	0	0	매스타운트
//	102	START	POS_FOOT	I535	2000	1	0	0	SP리차지
//	103	START	POS_FOOT	I500	10000	1	0	0	버서크모드
//	106	START	POS_FOOT	I540	2000	1	0	0	스피릿리차지
	115	START	POS_FOOT	I510	10000	1	0	0	포스
	115	BUFF	POS_BODY	I511	10000	1	0	0	포스
	116	START	POS_FOOT	K685	2000	0	0	0	워크라이
	117	START	POS_FOOT	K690	2500	0	0	0	샤우트
//	251	START	POS_RHAND	H590	2000	1	0	0	트리플피어스
	254	START	POS_TARGET	H512	10000	0	0	0	일루전댄스
//	256	START	POS_RHAND	H600	2000	1	0	0	디퓨즈블로우
	257	START	POS_FOOT	H521	10000	1	0	0	바이퍼블레이드
	258	START	POS_FOOT	H540	10000	1	0	0	디바인포스
	258	BUFF	POS_BODY	H541	10000	1	0	0	디바인포스
	259	START	POS_FOOT	H550	10000	1	0	0	마크오브첸스
	259	BUFF	POS_BODY	H551	10000	1	0	0	마크오브첸스
//	302	START	POS_RHAND	H610	2000	1	0	0	스터닝블로우
//	303	START	POS_RHAND	H570	10000	1	1	0	피어
	304	START	POS_FOOT	H580	10000	1	0	0	마크오브리커버
	307	START	POS_TARGET	H630	10000	1	0	0	아크틱블래스트
	308	START	POS_TARGET	H635	10000	1	0	0	파이어블래스트
	312	START	POS_FOOT	H430	10000	1	0	0	마크오브스피릿파워
	312	BUFF	POS_BODY	H431	10000	1	0	0	마크오브스피릿파워
	313	DAMAGE	POS_BODY	H525	10000	1	0	0	익스플로전어택
	314	START	POS_FOOT	H522	10000	1	0	0	에본블레이드
	469	START	POS_FOOT	K725	3000	0	0	0	럭키챈스
	501	START	POS_FOOT	J510	10000	1	0	0	언리미티드포스
	501	BUFF	POS_BODY	J511	10000	1	0	0	언리미티드포스
	502	START	POS_FOOT	J520	10000	1	0	0	마크오브팩션
	502	BUFF	POS_BODY	J521	10000	1	0	0	마크오브팩션
	503	START	POS_FOOT	J530	10000	1	0	0	마크오브심포니
	503	BUFF	POS_BODY	J531	10000	1	0	0	마크오브심포니
	504	START	POS_FOOT	J392	10000	1	0	0	생명의정령
	505	START	POS_FOOT	J540	10000	1	0	0	페이션스
	505	BUFF	POS_HEAD	J541	10000	1	0	0	페이션스
	507	START	POS_RHAND	J560	10000	1	0	0	리저렉션
	507	BUFF	POS_FOOT	J561	10000	1	0	0	리저렉션
	508	START	POS_FOOT	J341	10000	1	0	0	워배틀러
//	509	START	POS_FOOT	J550	10000	1	0	0	배틀베리어
	509	BUFF	POS_HEAD	J551	10000	1	0	0	배틀베리어
	511	START	POS_FOOT	J461	10000	1	0	0	디스트로이어
	657	START	POS_HEAD	K391	10000	1	0	0	프로즌쉴드
	659	START	POS_FOOT	k520	10000	1	0	0	블레이즈포스
	659	BUFF	POS_BODY	k521	10000	1	0	0	블레이즈포스
	661	START	POS_FOOT	k540	10000	1	0	0	아이스포스
	661	BUFF	POS_BODY	k541	10000	1	0	0	아이스포스
	663	START	POS_FOOT	k580	10000	1	0	0	마나리커버리
	705	START	POS_FOOT	k550	10000	1	0	0	내추럴어택
	705	BUFF	POS_BODY	k551	10000	1	0	0	내추럴어택
	707	START	POS_FOOT	k590	10000	1	0	0	인크리즈스피드
	707	BUFF	POS_BODY	k591	10000	1	0	0	인크리즈스피드
	708	START	POS_FOOT	k530	10000	1	0	0	포커스
	708	BUFF	POS_BODY	k531	10000	1	0	0	포커스
	711	START	POS_FOOT	k570	10000	1	0	0	매직포스
	711	BUFF	POS_BODY	k571	10000	1	0	0	매직포스
	713	START	POS_FOOT	k560	10000	1	0	0	에큐러시스피릿
	713	BUFF	POS_BODY	k561	10000	1	0	0	에큐러시스피릿
	714	START	POS_FOOT	k480	10000	1	0	0	마이티스피릿
	714	BUFF	POS_BODY	k481	10000	1	0	0	마이티스피릿
	716	START	POS_FOOT	k490	10000	1	0	0	마이티파워
	716	BUFF	POS_BODY	k491	10000	1	0	0	마이티파워
	726	START	POS_FOOT	k611	2000	1	0	0	인콰이어리
	727	START	POS_FOOT	k620	10000	0	0	0	데비쉬댄스
	800	START	POS_FOOT	K766	5000	1	0	0	페인
	801	START	POS_FOOT	K771	5000	0	0	0	다크파이어
	803	START	POS_FOOT	K780	5000	0	0	0	아머인크리즈
	804	START	POS_FOOT	K785	5000	0	0	0	소울컨트롤
	805	START	POS_FOOT	K791	5000	1	0	0	임포턴트
	807	START	POS_FOOT	K925	5000	0	0	0	인첸트포이즌
	810	START	POS_FOOT	K810	5000	0	0	0	커스인크리즈
	812	START	POS_FOOT	K820	5000	0	0	0	버프캔슬
	813	START	POS_FOOT	K826	5000	1	0	0	컨퓨즈
	814	START	TARGET_ARROW	K831	5000	0	0	600	데몬
	853	START	POS_FOOT	K857	5000	1	0	0	다크스턴
	854	START	POS_BODY	K860	5000	0	0	0	하이드
	857	START	POS_FOOT	K875	5000	0	0	0	캔슬레이션
	860	START	POS_FOOT	K893	5000	0	0	0	다크더스트
	862	START	POS_FOOT	K904	5000	1	0	0	다운슬래쉬
	863	START	POS_FOOT	K905	5000	0	0	0	소울스크림
	864	START	POS_FOOT	K910	5000	0	0	0	휠윈드블로우
	866	START	POS_FOOT	K920	5000	1	0	0	다크브레이크
	1547	START	POS_FOOT	L632	10000	0	0	0	화산의야수스톱오더
	1608	START	POS_FOOT	L030	10000	1	0	0	성의주인(변신후)_블리자드
	1608	DAMAGE	POS_BODY	L049	10000	1	0	0	성의주인(변신후)_블리자드
	1620	START	POS_FOOT	L502	10000	1	0	0	화염의드레이크슬로워윙
	1623	START	POS_FOOT	L527	10000	1	0	0	불꽃의주술사화이어월
	1659	START	POS_FOOT	I600	10000	1	0	0	눈의마녀_밴시송
	1660	START	POS_FOOT	I602	10000	1	0	0	눈의마녀_콜드터치
	1661	START	POS_FOOT	I003	10000	1	0	0	궁성수석마법사_아이스퀘이크
	1705	START	POS_LAND	L150	10000	1	0	0	칼버스(변신전)_워크라이
	1709	DAMAGE	POS_BODY	L119	10000	1	0	0	칼버스(변신후)_브레스오브디프래비티
	1709	START	POS_FOOT	L126	7000	1	0	0	칼버스(변신후)_브레스오브디프래비티
	1710	START	POS_FOOT	L130	10000	1	0	0	칼버스(변신후)_테러블로어
	1712	START	POS_FOOT	L135	10000	1	0	0	칼버스(변신후)_테라쇼크
	1715	START	POS_FOOT	L026	10000	1	0	0	성의주인(변신후)_오라오브나이트메어
	1715	BUFF	POS_HEAD	L027	10000	1	0	0	성의주인(변신후)_오라오브나이트메어
	1716	START	POS_FOOT	L055	10000	1	0	0	야수의주인(변신후)_파워오브발러
	1717	START	POS_FOOT	L060	10000	1	0	0	야수의주인(변신후)_휠오브체인
	1718	START	POS_LAND	L065	10000	1	0	0	야수의주인(변신후)_와일드배시
	1719	START	POS_FOOT	L070	10000	1	1	0	야수의주인(변신후)_파이어오브다크니스
	1720	START	POS_FOOT	L090	10000	1	0	0	화염의지배자(변신후)_오멘오브캘러미티
	1720	BUFF	POS_HEAD	L091	10000	1	0	0	화염의지배자(변신후)_오멘오브캘러미티
	1721	START	POS_FOOT	L095	10000	1	1	0	화염의지배자(변신후)_그라운드디스트럭션
	1721	DAMAGE	POS_BODY	L119	10000	1	0	0	화염의지배자(변신후)_그라운드디스트럭션
	1722	START	POS_FOOT	L100	10000	1	0	0	화염의지배자(변신후)_메테오샤워
	1722	DAMAGE	POS_BODY	L119	10000	1	0	0	화염의지배자(변신후)_메테오샤워
	1723	START	POS_LAND	L105	10000	1	0	0	화염의지배자(변신후)_소울블레스트
	1724	START	POS_FOOT	L075	10000	1	0	0	야수의주인(변신후)_스피릿터치
	1725	START	POS_FOOT	L080	10000	1	0	0	야수의주인(변신후)_서몬베인
	1725	BUFF	POS_FOOT	L081	10000	1	0	0	야수의주인(변신후)_서몬베인
	1726	START	POS_FOOT	L035	10000	1	0	0	성의주인(변신후)_스피릿터치
	1726	BUFF	POS_BODY	L036	10000	1	0	0	성의주인(변신후)_스피릿터치
	1727	START	POS_FOOT	L040	10000	1	0	0	성의주인(변신후)_서몬베인
	1727	BUFF	POS_FOOT	L041	10000	1	0	0	성의주인(변신후)_서몬베인
	1728	START	POS_FOOT	L045	10000	1	0	0	성의주인(변신후)_리젠에너미
	1728	BUFF	POS_FOOT	L046	10000	1	0	0	성의주인(변신후)_리젠에너미
	1729	START	POS_FOOT	L110	10000	1	0	0	화염의지배자(변신후)_스피릿터치
	1730	START	POS_FOOT	L115	10000	1	0	0	화염의지배자(변신후)_서몬베인
	1730	BUFF	POS_FOOT	L116	10000	1	0	0	화염의지배자(변신후)_서몬베인
	1731	BUFF	POS_FOOT	L116	10000	1	0	0	칼버스(변신후)_서몬베인
	1731	START	POS_FOOT	L145	10000	1	0	0	칼버스(변신후)_서몬베인
	1738	START	POS_FOOT	L170	10000	1	0	0	칼버스(변신전)_스피릿터치
	1739	BUFF	POS_FOOT	L116	10000	1	0	0	칼버스(변신전)_서몬베인
	1739	START	POS_FOOT	L175	10000	1	0	0	칼버스(변신전)_서몬베인
	1790	START	POS_TARGET	I551	10000	1	0	0	저주받은주술사_뱀피릭키스
	1796	START	POS_TARGET	I571	10000	1	0	0	암흑의대사제_랙
	1802	START	POS_TARGET	F063	10000	1	0	0	되살아난전사_베어다운
	1836	START	POS_TARGET	B022	10000	1	0	0	버려진자_드레인에너지
	1850	START	POS_FOOT	L587	10000	1	0	0	블레이더_근접
	1851	START	POS_FOOT	L707	5000	0	0	0	암흑의살육자_서클오브매드니스
	1852	START	POS_FOOT	L597	10000	1	0	0	데몬배틀러_근접
	1903	START	POS_TARGET	k634	10000	1	0	0	샐러맨더_마나흡수
	1906	START	POS_FOOT	K660	10000	1	0	0	붉은비늘의감시자_비열한일격
	1907	START	POS_FOOT	E130	10000	1	0	0	검은비늘의중갑병_독숨결
	2000	START	POS_TARGET	L651	10000	1	0	0	블레이더_가드캔슬
	2002	START	POS_TARGET	L661	10000	1	0	0	데몬배틀러_통한의기습
	5005	START	POS_FOOT	E320	5000	0	0	0	버서커자폭
	5006	START	POS_FOOT	E320	5000	0	0	0	드래곤자폭
	5007	START	POS_FOOT	E320	5000	0	0	0	섀도우자폭
	5008	START	POS_FOOT	E320	5000	0	0	0	발키리자폭
	5009	START	POS_FOOT	E320	5000	0	0	0	엘리멘탈리스트자폭
	6010	START	POS_FOOT	L717	5000	0	0	0	몬트샤인악몽의기사_내려치기
	6011	START	POS_FOOT	L722	5000	0	0	0	몬트샤인악몽의기사_돌려치기
	1230	EVENT_1	CAMERA_A_5	NULL	1000	0	0	0	광희의랜스
	1231	EVENT_1	CAMERA_A_7	NULL	400	0	0	0	심판의섬격
	1227	EVENT_1	CAMERA_A_7	NULL	400	0	0	0	빛의심판
	1229	EVENT_1	CAMERA_A_5	NULL	700	0	0	0	신성강림
	1233	EVENT_1	CAMERA_A_7	NULL	300	0	0	0	수호의성역
	1230	EVENT_1	CAMERA_A_7	NULL	300	0	0	0	저주의성역
	1224	EVENT_1	CAMERA_A_7	NULL	400	0	0	0	신의분노
	1223	EVENT_1	CAMERA_A_5	NULL	250	0	0	0	참회의파도
	1222	EVENT_1	CAMERA_A_6	NULL	250	0	0	0	낙인폭발
	1221	EVENT_1	CAMERA_A_2	NULL	1200	0	0	0	격노의폭풍
	1220	EVENT_1	CAMERA_A_6	NULL	300	0	0	0	천상의낙인
	1219	EVENT_1	CAMERA_A_5	NULL	300	0	0	0	심판의번개
	1217	EVENT_1	CAMERA_A_5	NULL	150	0	0	0	천상의뇌격
	1216	EVENT_1	CAMERA_A_2	NULL	600	0	0	0	종말의외침
	1214	EVENT_1	CAMERA_A_6	NULL	400	0	0	0	즉결심판
	1213	EVENT_1	CAMERA_A_6	NULL	300	0	0	0	집중분쇄
	1212	EVENT_3	CAMERA_A_6	NULL	300	0	0	0	절멸의심판
	1212	EVENT_2	CAMERA_A_3	NULL	150	0	0	0	절멸의심판
	1212	EVENT_1	CAMERA_A_3	NULL	150	0	0	0	절멸의심판
	1211	EVENT_2	CAMERA_A_6	NULL	300	0	0	0	필멸의안식
	1211	EVENT_1	CAMERA_A_4	NULL	200	0	0	0	필멸의안식
	1210	EVENT_1	CAMERA_A_3	NULL	600	0	0	0	천상의맹타
	1206	EVENT_1	CAMERA_A_7	NULL	300	0	0	0	신성파동
	1203	EVENT_1	CAMERA_A_6	NULL	250	0	0	0	파열의일격
	1202	EVENT_1	CAMERA_A_5	NULL	200	0	0	0	무기파쇄
	1201	EVENT_1	CAMERA_A_5	NULL	200	0	0	0	단죄의창격
	1200	EVENT_3	CAMERA_A_4	NULL	200	0	0	0	은총의창격
