// SkillLiberationAbilityInfo.txt													1 : 적단수											1 : 적단수																																										
//													2 : 아군단수											2 : 아군단수																																										
//													3 : 지정지점범위내적군											3 : 지정지점범위내적군																																										
//					1. 노멀								4 : 지정지점범위내아군											4 : 지정지점범위내아군																																										
//					2. 레어								5 : 자기 중심 범위내 적군											5 : 자기 중심 범위내 적군																																										
//			1. 첫번째		3. 엘리트								6 : 자기 중심 범위내 아군			"(특정합연산) 발키리&위치 소환수 어빌리티(221, 357, 358, 363, 364)는 Oprion1,2도 합연산 됩니다."								6 : 자기 중심 범위내 아군			"(특정합연산) 발키리&위치 소환수 어빌리티(221, 357, 358, 363, 364)는 Oprion1,2도 합연산 됩니다."																																							
//			2. 두번째	20104. 하급	4. 유니크								7 : 자기자신			↑								7 : 자기자신			↑																																							
//			3. 세번째	20105. 상급	5. 레전드			슬롯그룹내 1000분률	(합연산)	(합연산)	(합연산)			(합연산)		(특정합연산)	(특정합연산)	(합연산)	(합연산)	(합연산)	(합연산)		2번째 어빌리티는 '고유'인경우에만 동작		(합연산)		(특정합연산)	(특정합연산)	(합연산)	(합연산)	(합연산)	(합연산)																																		
//	고유번호	스킬코드	해방슬롯그룹	해방석 종류및계열	어빌리티등급	고유여부	해방이름	확률	추가스킬사거리	추가스킬범위	추가최대적용마리수	어빌리티ID	어빌리티적용범위타입	어빌리티성공확율	어빌리티성공확률평점보정	어빌리티옵션1	어빌리티옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	어빌리티ID	어빌리티적용범위타입	어빌리티성공확율	어빌리티성공확률평점보정	어빌리티옵션1	어빌리티옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정																																	
	Index	SkillCode	SlotGroup	ItemType	Rarity	IsUnique	LiberationName	Probability	SkillRange	SkillArea	MaxTargetNo	AbilityID1	Ability1RangeType	Ability1SuccessRate	Ability1ItemScoreRate	Ability1Option1	Ability1Option2	Ability1Parameter1	Ability1Parameter2	Ability1Parameter3	Ability1Parameter4	Ability1Parameter5	AbilityID2	Ability2RangeType	Ability2SuccessRate	Ability2ItemScoreRate	Ability2Option1	Ability2Option2	Ability2Parameter1	Ability2Parameter2	Ability2Parameter3	Ability2Parameter4	Ability2Parameter5	FieldEnd																																
	1598	61	1	20104	1	0	405503	167	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +2미터																														
	1599	61	1	20104	1	0	405505	166	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +3미터																														
	1600	61	2	20104	1	0	405436	167	0	0	0	1	3	0	0	9	2	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +3%																														
	1601	61	2	20104	1	0	405445	167	0	0	0	1	3	0	0	9	2	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +6%																														
	1602	61	2	20104	1	0	405561	166	0	0	0	1	3	0	0	9	2	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1603	61	2	20104	1	0	405272	167	0	0	0	100	3	0	0	0	0	0	0	100	0	3	0	0	0	0	0	0	0	0	0	0	0		//	다운 지속시간 +0.1초																														
	1604	61	2	20104	1	0	405551	167	0	0	0	100	3	0	0	0	0	0	0	300	0	3	0	0	0	0	0	0	0	0	0	0	0		//	다운 지속시간 +0.3초																														
	1605	61	2	20104	1	0	405273	166	0	0	0	100	3	0	0	0	0	0	0	500	0	3	0	0	0	0	0	0	0	0	0	0	0		//	다운 지속시간 +0.5초																														
	1606	61	3	20104	1	1	405370	167	0	0	0	1	3	0	0	9	2	475	0	0	0	0	14	3	1000	0	9	0	2	-100	3000	0	105		//	스킬 피해량 +10% & 약체 : 100% 확률로 3초동안 방어력 -10%																														
	1607	61	3	20104	1	1	405398	167	0	0	0	1	3	0	0	9	2	569	0	0	0	0	14	3	1000	0	9	0	2	-100	4000	0	105		//	스킬 피해량 +12% & 약체 : 100% 확률로 4초동안 방어력 -10%																														
	1608	61	3	20104	1	1	405424	166	0	0	0	1	3	0	0	9	2	712	0	0	0	0	14	3	1000	0	9	0	2	-100	5000	0	105		//	스킬 피해량 +15% & 약체 : 100% 확률로 5초동안 방어력 -10%																														
	1609	61	3	20104	1	1	405363	167	0	0	0	1	3	0	0	9	2	475	0	0	0	0	11	3	1000	0	9	0	2	-100	3000	0	104		//	스킬 피해량 +10% & 무기력 : 100% 확률로 3초동안 공격력 -10%																														
	1610	61	3	20104	1	1	405390	167	0	0	0	1	3	0	0	9	2	569	0	0	0	0	11	3	1000	0	9	0	2	-100	4000	0	104		//	스킬 피해량 +12% & 무기력 : 100% 확률로 4초동안 공격력 -10%																														
	1611	61	3	20104	1	1	405416	166	0	0	0	1	3	0	0	9	2	712	0	0	0	0	11	3	1000	0	9	0	2	-100	5000	0	104		//	스킬 피해량 +15% & 무기력 : 100% 확률로 5초동안 공격력 -10%																														
	1000	64	1	20104	1	0	405509	167	0	0	0	3	7	0	0	0	0	0	0	1000	0	1305	0	0	0	0	0	0	0	0	0	0	0		//	격려 지속시간 +1초																														
	1001	64	1	20104	1	0	405510	167	0	0	0	3	7	0	0	0	0	0	0	2000	0	1305	0	0	0	0	0	0	0	0	0	0	0		//	격려 지속시간 +2초																														
	1002	64	1	20104	1	0	405511	166	0	0	0	3	7	0	0	0	0	0	0	3000	0	1305	0	0	0	0	0	0	0	0	0	0	0		//	격려 지속시간 +3초																														
	1003	64	1	20104	1	0	405512	167	0	0	0	3	7	0	0	0	0	0	50	0	0	1305	0	0	0	0	0	0	0	0	0	0	0		//	격려 증가 +5%																														
	1004	64	1	20104	1	0	405513	167	0	0	0	3	7	0	0	0	0	0	100	0	0	1305	0	0	0	0	0	0	0	0	0	0	0		//	격려 증가 +10%																														
	1005	64	1	20104	1	0	405514	166	0	0	0	3	7	0	0	0	0	0	150	0	0	1305	0	0	0	0	0	0	0	0	0	0	0		//	격려 증가 +15%																														
	1006	64	2	20104	1	0	405515	167	0	0	0	28	7	0	0	0	0	0	0	1000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 데미지 증가 지속시간 +1초																														
	1007	64	2	20104	1	0	405516	167	0	0	0	28	7	0	0	0	0	0	0	2000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 데미지 증가 지속시간 +2초																														
	1008	64	2	20104	1	0	405517	166	0	0	0	28	7	0	0	0	0	0	0	3000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 데미지 증가 지속시간 +3초																														
	1009	64	2	20104	1	0	405518	167	0	0	0	28	7	0	0	0	0	0	50	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 데미지 증가 +5%																														
	1010	64	2	20104	1	0	405519	167	0	0	0	28	7	0	0	0	0	0	100	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 데미지 증가 +10%																														
	1011	64	2	20104	1	0	405520	166	0	0	0	28	7	0	0	0	0	0	150	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 데미지 증가 +15%																														
	1012	64	3	20104	1	0	405521	83	0	0	0	116	7	1000	0	100	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 10% 피해 반사 (10회 피격 시 삭제)																														
	1013	64	3	20104	1	0	405522	83	0	0	0	116	7	1000	0	200	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 20% 피해 반사 (10회 피격 시 삭제)																														
	1014	64	3	20104	1	0	405523	83	0	0	0	116	7	1000	0	300	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 30% 피해 반사 (10회 피격 시 삭제)																														
	1015	64	3	20104	1	0	405524	83	0	0	0	116	7	1000	0	100	0	0	3000	4000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 4초동안 10% 피해 반사 (10회 피격 시 삭제)																														
	1016	64	3	20104	1	0	405525	83	0	0	0	116	7	1000	0	200	0	0	3000	4000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 4초동안 20% 피해 반사 (10회 피격 시 삭제)																														
	1017	64	3	20104	1	0	405526	83	0	0	0	116	7	1000	0	300	0	0	3000	4000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 4초동안 30% 피해 반사 (10회 피격 시 삭제)																														
//중국선적용	1012	64	3	20104	1	0	405521	83	0	0	0	116	7	1000	0	50	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 피해 5% 반사 및 적 3초 프로즌 (10회 피격시 삭제)																														
//중국선적용	1013	64	3	20104	1	0	405522	83	0	0	0	116	7	1000	0	100	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 피해 10% 반사 및 적 3초 프로즌 (10회 피격시 삭제)																														
//중국선적용	1014	64	3	20104	1	0	405523	83	0	0	0	116	7	1000	0	150	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 피해 15% 반사 및 적 3초 프로즌 (10회 피격시 삭제)																														
//중국선적용	1015	64	3	20104	1	0	405524	83	0	0	0	116	7	1000	0	200	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 피해 20% 반사 및 적 3초 프로즌 (10회 피격시 삭제)																														
//중국선적용	1016	64	3	20104	1	0	405525	83	0	0	0	116	7	1000	0	250	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 피해 25% 반사 및 적 3초 프로즌 (10회 피격시 삭제)																														
//중국선적용	1017	64	3	20104	1	0	405526	87	0	0	0	116	7	1000	0	300	0	0	3000	3000	10	119	0	0	0	0	0	0	0	0	0	0	0		//	피격 프로즌 : 3초동안 피해 30% 반사 및 적 3초 프로즌 (10회 피격시 삭제)																														
	1018	65	1	20104	1	0	405527	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +1																														
	1019	65	1	20104	1	0	405528	167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +2																														
	1020	65	1	20104	1	0	405529	166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +3																														
	1021	65	1	20104	1	0	405530	167	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +4																														
	1022	65	1	20104	1	0	405531	167	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +5																														
	1023	65	1	20104	1	0	405532	166	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +6																														
	1024	65	2	20104	1	0	405533	167	0	0	0	109	7	0	0	0	0	0	0	1000	0	1301	0	0	0	0	0	0	0	0	0	0	0		//	무적 지속시간 +1초																														
	1025	65	2	20104	1	0	405534	167	0	0	0	109	7	0	0	0	0	0	0	2000	0	1301	0	0	0	0	0	0	0	0	0	0	0		//	무적 지속시간 +2초																														
	1026	65	2	20104	1	0	405535	166	0	0	0	109	7	0	0	0	0	0	0	3000	0	1301	0	0	0	0	0	0	0	0	0	0	0		//	무적 지속시간 +3초																														
	1027	65	2	20104	1	0	405536	167	0	0	0	101	7	0	0	0	0	0	0	1000	0	202	0	0	0	0	0	0	0	0	0	0	0		//	보호 지속시간 +1초																														
	1028	65	2	20104	1	0	405537	167	0	0	0	101	7	0	0	0	0	0	0	2000	0	202	0	0	0	0	0	0	0	0	0	0	0		//	보호 지속시간 +2초																														
	1029	65	2	20104	1	0	405538	166	0	0	0	101	7	0	0	0	0	0	0	3000	0	202	0	0	0	0	0	0	0	0	0	0	0		//	보호 지속시간 +3초																														
	1030	65	3	20104	1	1	405539	167	0	0	0	20	5	1000	0	0	0	2	-200	3000	0	108	21	5	1000	0	0	0	2	-200	3000	0	109		//	족쇄 : 100% 확률로 3초동안 이동속도 -20% & 둔화 : 100% 확률로 3초동안 공격속도 -20%																														
	1031	65	3	20104	1	1	405540	167	0	0	0	20	5	1000	0	0	0	2	-300	3000	0	108	21	5	1000	0	0	0	2	-300	3000	0	109		//	족쇄 : 100% 확률로 3초동안 이동속도 -30% & 둔화 : 100% 확률로 3초동안 공격속도 -30%																														
	1032	65	3	20104	1	1	405541	166	0	0	0	20	5	1000	0	0	0	2	-400	3000	0	108	21	5	1000	0	0	0	2	-400	3000	0	109		//	족쇄 : 100% 확률로 3초동안 이동속도 -40% & 둔화 : 100% 확률로 3초동안 공격속도 -40%																														
	1033	65	3	20104	1	1	405542	167	0	0	0	20	5	1000	0	0	0	2	-200	5000	0	108	21	5	1000	0	0	0	2	-200	5000	0	109		//	족쇄 : 100% 확률로 5초동안 이동속도 -20% & 둔화 : 100% 확률로 5초동안 공격속도 -20%																														
	1034	65	3	20104	1	1	405543	167	0	0	0	20	5	1000	0	0	0	2	-300	5000	0	108	21	5	1000	0	0	0	2	-300	5000	0	109		//	족쇄 : 100% 확률로 5초동안 이동속도 -30% & 둔화 : 100% 확률로 5초동안 공격속도 -30%																														
	1035	65	3	20104	1	1	405544	166	0	0	0	20	5	1000	0	0	0	2	-400	5000	0	108	21	5	1000	0	0	0	2	-400	5000	0	109		//	족쇄 : 100% 확률로 5초동안 이동속도 -40% & 둔화 : 100% 확률로 5초동안 공격속도 -40%																														
	1612	105	1	20104	1	0	405527	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +1																														
	1613	105	1	20104	1	0	405528	167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +2																														
	1614	105	1	20104	1	0	405529	166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +3																														
	1615	105	1	20104	1	0	405530	167	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +4																														
	1616	105	1	20104	1	0	405531	167	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +5																														
	1617	105	1	20104	1	0	405532	166	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +6																														
	1618	105	2	20104	1	0	405436	167	0	0	0	1	3	0	0	1	2	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +3%																														
	1619	105	2	20104	1	0	405445	167	0	0	0	1	3	0	0	1	2	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +6%																														
	1620	105	2	20104	1	0	405561	166	0	0	0	1	3	0	0	1	2	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1621	105	2	20104	1	0	405993	167	0	0	0	208	3	0	0	0	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +3%																														
	1622	105	2	20104	1	0	405994	167	0	0	0	208	3	0	0	0	1	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +6%																														
	1623	105	2	20104	1	0	405576	166	0	0	0	208	3	0	0	0	1	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +10%																														
	1624	105	3	20104	1	1	405374	167	0	0	0	1	3	0	0	1	2	409	0	0	0	0	19	3	0	0	0	0	0	0	1000	0	107		//	스킬 피해량 +10% & 좌절 지속시간 +1초																														
	1625	105	3	20104	1	1	405404	167	0	0	0	1	3	0	0	1	2	491	0	0	0	0	19	3	0	0	0	0	0	0	2000	0	107		//	스킬 피해량 +12% & 좌절 지속시간 +2초																														
	1626	105	3	20104	1	1	405430	166	0	0	0	1	3	0	0	1	2	613	0	0	0	0	19	3	0	0	0	0	0	0	3000	0	107		//	스킬 피해량 +15% & 좌절 지속시간 +3초																														
	1627	105	3	20104	1	1	405841	167	0	0	0	208	3	0	0	0	1	204	0	0	0	0	19	3	0	0	0	0	0	-30	0	0	107		//	추가 피해량 +10% & 좌절 감소량 -3%																														
	1628	105	3	20104	1	1	405847	167	0	0	0	208	3	0	0	0	1	245	0	0	0	0	19	3	0	0	0	0	0	-60	0	0	107		//	추가 피해량 +12% & 좌절 감소량 -6%																														
	1629	105	3	20104	1	1	405991	166	0	0	0	208	3	0	0	0	1	307	0	0	0	0	19	3	0	0	0	0	0	-90	0	0	107		//	추가 피해량 +15% & 좌절 감소량 -9%																														
	1630	103	1	20104	1	0	405835	167	0	0	0	25	7	0	0	1	0	0	0	1000	0	1508	0	0	0	0	0	0	0	0	0	0	0		//	집중 지속시간 +1초																														
	1631	103	1	20104	1	0	405834	167	0	0	0	25	7	0	0	1	0	0	0	1500	0	1508	0	0	0	0	0	0	0	0	0	0	0		//	집중 지속시간 +1.5초																														
	1632	103	1	20104	1	0	405836	166	0	0	0	25	7	0	0	1	0	0	0	2000	0	1508	0	0	0	0	0	0	0	0	0	0	0		//	집중 지속시간 +2초																														
	1633	103	1	20104	1	0	405451	167	0	0	0	28	7	0	0	0	0	0	0	1000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬데미지증가 지속시간 +1초																														
	1634	103	1	20104	1	0	405450	167	0	0	0	28	7	0	0	0	0	0	0	1500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬데미지증가 지속시간 +1.5초																														
	1635	103	1	20104	1	0	405452	166	0	0	0	28	7	0	0	0	0	0	0	2000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬데미지증가 지속시간 +2초																														
	1636	103	2	20104	1	0	202006	167	0	0	0	109	7	0	0	9	0	0	0	500	0	115	0	0	0	0	0	0	0	0	0	0	0		//	흡수 지속시간 +0.5초																														
	1637	103	2	20104	1	0	404242	167	0	0	0	109	7	0	0	9	0	0	0	1000	0	115	0	0	0	0	0	0	0	0	0	0	0		//	흡수 지속시간 +1초																														
	1638	103	2	20104	1	0	404240	166	0	0	0	109	7	0	0	9	0	0	0	1500	0	115	0	0	0	0	0	0	0	0	0	0	0		//	흡수 지속시간 +1.5초																														
	1639	103	2	20104	1	0	404243	167	0	0	0	109	7	0	0	9	0	0	0	2000	0	115	0	0	0	0	0	0	0	0	0	0	0		//	흡수 지속시간 +2초																														
	1640	103	2	20104	1	0	202007	167	0	0	0	109	7	0	0	9	0	0	0	2500	0	115	0	0	0	0	0	0	0	0	0	0	0		//	흡수 지속시간 +2.5초																														
	1641	103	2	20104	1	0	202008	166	0	0	0	109	7	0	0	9	0	0	0	3000	0	115	0	0	0	0	0	0	0	0	0	0	0		//	흡수 지속시간 +3초																														
	1642	103	3	20104	1	1	405346	167	0	0	0	28	7	0	0	0	0	0	50	0	0	312	109	7	0	0	9	0	0	10	0	0	115		//	스킬 데미지 증가 +5% & 흡수 : 피해 전환량 +1%																														
	1643	103	3	20104	1	1	405344	167	0	0	0	28	7	0	0	0	0	0	100	0	0	312	109	7	0	0	9	0	0	30	0	0	115		//	스킬 데미지 증가 +10% & 흡수 : 피해 전환량 +3%																														
	1644	103	3	20104	1	1	405345	166	0	0	0	28	7	0	0	0	0	0	150	0	0	312	109	7	0	0	9	0	0	50	0	0	115		//	스킬 데미지 증가 +15% & 흡수 : 피해 전환량 +5%																														
	1645	103	3	20104	1	1	405268	167	0	0	0	11	7	1000	0	9	0	2	50	5000	0	200	109	7	0	0	9	0	0	10	0	0	115		//	기본 공격력 증가 +5% & 흡수 : 피해 전환량 +1%																														
