//2															0:아이템직접추가	4:아이템추가(기간제설정)																				
//	Version	0.0.1.0													1:램덤(아이템코드연결)																					
//		42396.9458	"보상스크립트에서선택보상을랜덤방식,즉DropRatioInfo스크립트에서참조할경우,돈과관련된값(Money1,Money2…)은반드시0으로설정하여야한다."												2:아이템코드연결																					
//		매크로사용법은Ctrl+Shift+A키입니다.													3:드랍코드연결																					
//															4:아이템코드연결(기간제아이템)																					
//	기본정보			고정보상		1002	1002	1103	1103	1103					선택보상																					
//	인덱스	설명	설명코드	경험치	하임	베타키사용유무	코인	칭호	평판코드	평판포인트	카오감소시간	고정아템	타입	스킬ID	참조방식	선택개수	선택아템1	아이템타입1	시간설정1	선택아템2	아이템타입2	시간설정2	선택아템3	아이템타입3	시간설정3	선택아템4	아이템타입4	시간설정4	선택아템5	아이템타입5	시간설정5					
	Index	Description	DescriptionCode	Exp	Hime	BetaKeyCode	Coin	Title	ReputeCode	ReputePoint	ChaoTime	Fixed_IC	IGtype	Skill	ReferenceType	Select_Num	Sel_IC1	IGtype1	TimeLimit1	Sel_IC2	IGtype2	TimeLimit2	Sel_IC3	IGtype3	TimeLimit3	Sel_IC4	IGtype4	TimeLimit4	Sel_IC5	IGtype5	TimeLimit5	FieldEnd				
	50111	서브_야수들의숲_1_클리어2	50304	9	0	0	0	0	0	0	0	0	0	0	3	0	25151	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	50121	서브_야수들의숲_1_클리어3	50304	14	0	0	0	0	0	0	0	0	0	0	3	0	25151	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	50201	서브_야수들의숲_2_클리어1_버서커	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9134	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50202	서브_야수들의숲_2_클리어1_드래곤	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9135	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50203	서브_야수들의숲_2_클리어1_섀도우	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9136	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50204	서브_야수들의숲_2_클리어1_발키리	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9137	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50205	서브_야수들의숲_2_클리어1_엘리멘탈	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9138	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50206	서브_야수들의숲_2_클리어1_미스틱	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9170	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50207	서브_야수들의숲_2_클리어1_헬로이드	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9176	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50208	서브_야수들의숲_2_클리어1_위치블레이드	50313	4945	4000	0	0	0	0	0	0	0	0	0	2	0	9217	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50211	서브_야수들의숲_2_클리어2	50314	49	0	0	0	0	0	0	0	0	0	0	3	0	25151	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	50221	서브_야수들의숲_2_클리어3	50314	74	0	0	0	0	0	0	0	0	0	0	3	0	25151	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	50301	서브_야수들의숲_3_클리어1_버서커	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9134	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50302	서브_야수들의숲_3_클리어1_드래곤	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9135	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50303	서브_야수들의숲_3_클리어1_섀도우	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9136	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50304	서브_야수들의숲_3_클리어1_발키리	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9137	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50305	서브_야수들의숲_3_클리어1_엘리멘탈	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9138	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50306	서브_야수들의숲_3_클리어1_미스틱	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9170	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50307	서브_야수들의숲_3_클리어1_헬로이드	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9176	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50308	서브_야수들의숲_3_클리어1_위치블레이드	50315	24173	8000	0	0	0	0	0	0	0	0	0	2	0	9217	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50311	서브_야수들의숲_3_클리어2	50316	242	0	0	0	0	0	0	0	0	0	0	3	0	25151	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	50321	서브_야수들의숲_3_클리어3	50316	363	0	0	0	0	0	0	0	0	0	0	3	0	25151	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
//	50401	서브_야수들의숲_4_클리어1_버서커	50315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	50402	서브_야수들의숲_4_클리어1_드래곤	50315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	50403	서브_야수들의숲_4_클리어1_섀도우	50315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	50404	서브_야수들의숲_4_클리어1_발키리	50315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	50405	서브_야수들의숲_4_클리어1_엘리멘탈	50315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	50411	서브_야수들의숲_4_클리어2	50316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	50421	서브_야수들의숲_4_클리어3	50316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	50501	익스트림챌린지_야수들의숲_클리어	50352	41957	0	0	0	0	0	0	0	0	0	0	2	0	41391	1	0	7247	1	0	7251	1	0	0	0	0	0	0	0					
	50502	익스트림챌린지_야수들의숲_클리어_2	50352	41957	0	0	0	0	0	0	0	0	0	0	3	0	25150	0	0	25251	0	0	25321	0	0	49060	0	0	12901	0	0					
//	지하수로미션보상								0	0									0			0			0			0			0					
	51001	메인_지하수로_클리어1_버서커	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9139	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51002	메인_지하수로_클리어1_드래곤	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9140	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51003	메인_지하수로_클리어1_섀도우	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9141	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51004	메인_지하수로_클리어1_발키리	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9142	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51005	메인_지하수로_클리어1_엘리멘탈	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9143	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51006	메인_지하수로_클리어1_미스틱	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9171	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51007	메인_지하수로_클리어1_헬로이드	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9177	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51008	메인_지하수로_클리어1_위치블레이드	50305	180987	100000	0	0	0	0	0	0	0	0	0	2	0	9218	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51011	메인_지하수로_클리어2	50306	1810	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	51021	메인_지하수로_클리어3	50306	2715	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	51101	서브_지하수로_1_클리어1_버서커	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9139	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51102	서브_지하수로_1_클리어1_드래곤	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9140	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51103	서브_지하수로_1_클리어1_섀도우	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9141	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51104	서브_지하수로_1_클리어1_발키리	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9142	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51105	서브_지하수로_1_클리어1_엘리멘탈	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9143	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51106	서브_지하수로_1_클리어1_미스틱	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9171	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51107	서브_지하수로_1_클리어1_헬로이드	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9177	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51108	서브_지하수로_1_클리어1_위치블레이드	50317	43273	10000	0	0	0	0	0	0	0	0	0	2	0	9218	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51111	서브_지하수로_1_클리어2	50318	433	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	51121	서브_지하수로_1_클리어3	50318	649	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	51201	서브_지하수로_2_클리어1_버서커	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9139	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51202	서브_지하수로_2_클리어1_드래곤	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9140	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51203	서브_지하수로_2_클리어1_섀도우	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9141	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51204	서브_지하수로_2_클리어1_발키리	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9142	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51205	서브_지하수로_2_클리어1_엘리멘탈	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9143	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51206	서브_지하수로_2_클리어1_미스틱	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9171	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51207	서브_지하수로_2_클리어1_헬로이드	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9177	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51208	서브_지하수로_2_클리어1_위치블레이드	50307	60850	20000	0	0	0	0	0	0	0	0	0	2	0	9218	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51211	서브_지하수로_2_클리어2	50308	609	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	51221	서브_지하수로_2_클리어3	50308	913	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	51301	서브_지하수로_3_클리어1_버서커	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9139	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51302	서브_지하수로_3_클리어1_드래곤	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9140	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51303	서브_지하수로_3_클리어1_섀도우	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9141	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51304	서브_지하수로_3_클리어1_발키리	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9142	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51305	서브_지하수로_3_클리어1_엘리멘탈	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9143	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51306	서브_지하수로_3_클리어1_미스틱	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9171	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51307	서브_지하수로_3_클리어1_헬로이드	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9177	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51308	서브_지하수로_3_클리어1_위치블레이드	50307	108182	40000	0	0	0	0	0	0	0	0	0	2	0	9218	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51311	서브_지하수로_3_클리어2	50308	1082	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	51321	서브_지하수로_3_클리어3	50308	1623	0	0	0	0	0	0	0	0	0	0	3	0	25152	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
//	51401	서브_지하수로_4_클리어1_버서커	50307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	51402	서브_지하수로_4_클리어1_드래곤	50307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	51403	서브_지하수로_4_클리어1_섀도우	50307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	51404	서브_지하수로_4_클리어1_발키리	50307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	51405	서브_지하수로_4_클리어1_엘리멘탈	50307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	51411	서브_지하수로_4_클리어2	50308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	51421	서브_지하수로_4_클리어3	50308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	51501	익스트림챌린지_지하수로_클리어	50353	179360	0	0	0	0	0	0	0	0	0	0	2	0	41391	2	0	7247	1	0	7251	1	0	0	0	0	0	0	0					
	51502	익스트림챌린지_지하수로_클리어_2	50353	41957	0	0	0	0	0	0	0	0	0	0	3	0	25150	0	0	25252	0	0	25322	0	0	49061	0	0	12902	0	0					
//	설원미션보상							0	0	0									0			0			0			0			0					
	52001	메인_설원_클리어1_버서커	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9144	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52002	메인_설원_클리어1_드래곤	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9145	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52003	메인_설원_클리어1_섀도우	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9146	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52004	메인_설원_클리어1_발키리	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9147	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52005	메인_설원_클리어1_엘리멘탈	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9148	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52006	메인_설원_클리어1_미스틱	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9172	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52007	메인_설원_클리어1_헬로이드	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9178	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52008	메인_설원_클리어1_위치블레이드	50309	537213	500000	0	0	0	0	0	0	0	0	0	2	0	9219	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52011	메인_설원_클리어2	50310	5372	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	52021	메인_설원_클리어3	50310	8058	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	52101	서브_설원_1_클리어1_버서커	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9144	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52102	서브_설원_1_클리어1_드래곤	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9145	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52103	서브_설원_1_클리어1_섀도우	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9146	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52104	서브_설원_1_클리어1_발키리	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9147	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52105	서브_설원_1_클리어1_엘리멘탈	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9148	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52106	서브_설원_1_클리어1_미스틱	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9172	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52107	서브_설원_1_클리어1_헬로이드	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9178	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52108	서브_설원_1_클리어1_위치블레이드	50311	180987	50000	0	0	0	0	0	0	0	0	0	2	0	9219	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52111	서브_설원_1_클리어2	50312	1810	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	52121	서브_설원_1_클리어3	50312	2715	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	52201	서브_설원_2_클리어1_버서커	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9144	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52202	서브_설원_2_클리어1_드래곤	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9145	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52203	서브_설원_2_클리어1_섀도우	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9146	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52204	서브_설원_2_클리어1_발키리	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9147	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52205	서브_설원_2_클리어1_엘리멘탈	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9148	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52206	서브_설원_2_클리어1_미스틱	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9172	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52207	서브_설원_2_클리어1_헬로이드	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9178	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52208	서브_설원_2_클리어1_위치블레이드	50311	274949	100000	0	0	0	0	0	0	0	0	0	2	0	9219	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52211	서브_설원_2_클리어2	50312	2749	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	52221	서브_설원_2_클리어3	50312	4124	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25134	0	0	0	0	0	0	0	0	0	0	0					
	52301	서브_설원_3_클리어1_버서커	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9144	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52302	서브_설원_3_클리어1_드래곤	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9145	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52303	서브_설원_3_클리어1_섀도우	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9146	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52304	서브_설원_3_클리어1_발키리	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9147	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52305	서브_설원_3_클리어1_엘리멘탈	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9148	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52306	서브_설원_3_클리어1_미스틱	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9172	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52307	서브_설원_3_클리어1_헬로이드	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9178	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52308	서브_설원_3_클리어1_위치블레이드	50311	392776	200000	0	0	0	0	0	0	0	0	0	2	0	9219	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52311	서브_설원_3_클리어2	50312	3928	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
	52321	서브_설원_3_클리어3	50312	5892	0	0	0	0	0	0	0	0	0	0	3	0	25153	0	0	25131	0	0	0	0	0	0	0	0	0	0	0					
//	52401	서브_설원_4_클리어1_버서커	50311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	52402	서브_설원_4_클리어1_드래곤	50311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	52403	서브_설원_4_클리어1_섀도우	50311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	52404	서브_설원_4_클리어1_발키리	50311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	52405	서브_설원_4_클리어1_엘리멘탈	50311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	52411	서브_설원_4_클리어2	50312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	52421	서브_설원_4_클리어3	50312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	52501	익스트림챌린지_설원_클리어	50354	637730	0	0	0	0	0	0	0	0	0	0	2	0	41391	3	0	7247	1	0	7251	1	0	0	0	0	0	0	0					
	52502	익스트림챌린지_설원_클리어_2	50354	41957	0	0	0	0	0	0	0	0	0	0	3	0	25150	0	0	25253	0	0	25322	0	0	49062	0	0	12903	0	0					
//	용족미션보상							0	0	0									0			0			0			0			0					
