//번호	파일명	위치좌표					
texture_index	file_name	x	y	width	height	FieldEnd	
6169	Data\Icon\MonsterBook\25138.tga	0	0	48	48		
6170	Data\Icon\MonsterBook\25717.tga	0	0	48	48		
6171	Data\Icon\MonsterBook\2010.tga	0	0	48	48		
6172	Data\Icon\MonsterBook\2011.tga	0	0	48	48		
6173	Data\Icon\MonsterBook\361.tga	0	0	48	48		
6174	Data\Icon\MonsterBook\363.tga	0	0	48	48		
6175	Data\Icon\MonsterBook\365.tga	0	0	48	48		
6176	Data\Icon\MonsterBook\350.tga	0	0	48	48		
6177	Data\Icon\MonsterBook\36631.tga	0	0	48	48		
6178	Data\Icon\MonsterBook\36633.tga	0	0	48	48		
6179	Data\Icon\MonsterBook\36635.tga	0	0	48	48		
6180	Data\Icon\MonsterBook\36643.tga	0	0	48	48		
6181	Data\Icon\MonsterBook\36649.tga	0	0	48	48		
6182	Data\Icon\MonsterBook\36650.tga	0	0	48	48		
6183	Data\Icon\MonsterBook\38374.tga	0	0	48	48		
6184	Data\Icon\MonsterBook\34843.tga	0	0	48	48		
6185	Data\Icon\MonsterBook\34841.tga	0	0	48	48		
6186	Data\Icon\MonsterBook\530.tga	0	0	48	48		
6187	Data\Icon\MonsterBook\532.tga	0	0	48	48		
6188	Data\Icon\MonsterBook\528.tga	0	0	48	48		
6189	Data\Icon\MonsterBook\555.tga	0	0	48	48		
6190	Data\Icon\MonsterBook\2013.tga	0	0	48	48		
6191	Data\Icon\MonsterBook\2014.tga	0	0	48	48		
6192	Data\Icon\MonsterBook\1859.tga	0	0	48	48		
6193	Data\Icon\MonsterBook\1864.tga	0	0	48	48		
6194	Data\Icon\MonsterBook\1880.tga	0	0	48	48		
6195	Data\Icon\MonsterBook\1884.tga	0	0	48	48		
6196	Data\Icon\MonsterBook\2506.tga	0	0	48	48		
6197	Data\Icon\MonsterBook\708.tga	0	0	48	48		
6198	Data\Icon\MonsterBook\684.tga	0	0	48	48		
6199	Data\Icon\MonsterBook\686.tga	0	0	48	48		
6200	Data\Icon\MonsterBook\689.tga	0	0	48	48		
6201	Data\Icon\MonsterBook\692.tga	0	0	48	48		
6202	Data\Icon\MonsterBook\753.tga	0	0	48	48		
6203	Data\Icon\MonsterBook\755.tga	0	0	48	48		
6204	Data\Icon\MonsterBook\756.tga	0	0	48	48		
6205	Data\Icon\MonsterBook\715.tga	0	0	48	48		
6206	Data\Icon\MonsterBook\724.tga	0	0	48	48		
6207	Data\Icon\MonsterBook\727.tga	0	0	48	48		
6208	Data\Icon\MonsterBook\728.tga	0	0	48	48		
6209	Data\Icon\MonsterBook\826.tga	0	0	48	48		
6210	Data\Icon\MonsterBook\830.tga	0	0	48	48		
6211	Data\Icon\MonsterBook\847.tga	0	0	48	48		
6212	Data\Icon\MonsterBook\848.tga	0	0	48	48		
6213	Data\Icon\MonsterBook\849.tga	0	0	48	48		
6214	Data\Icon\MonsterBook\850.tga	0	0	48	48		
6215	Data\Icon\MonsterBook\851.tga	0	0	48	48		
6216	Data\Icon\MonsterBook\852.tga	0	0	48	48		
6217	Data\Icon\MonsterBook\853.tga	0	0	48	48		
6218	Data\Icon\MonsterBook\855.tga	0	0	48	48		
6219	Data\Icon\MonsterBook\2016.tga	0	0	48	48		
6220	Data\Icon\MonsterBook\2216.tga	0	0	48	48		
6221	Data\Icon\MonsterBook\2018.tga	0	0	48	48		
6222	Data\Icon\MonsterBook\1893.tga	0	0	48	48		
6223	Data\Icon\MonsterBook\1905.tga	0	0	48	48		
6224	Data\Icon\MonsterBook\1908.tga	0	0	48	48		
6225	Data\Icon\MonsterBook\1898.tga	0	0	48	48		
6226	Data\Icon\MonsterBook\1984.tga	0	0	48	48		
6227	Data\Icon\MonsterBook\1989.tga	0	0	48	48		
6228	Data\Icon\MonsterBook\1994.tga	0	0	48	48		
6229	Data\Icon\MonsterBook\3007.tga	0	0	48	48		
6230	Data\Icon\MonsterBook\3018.tga	0	0	48	48		
6231	Data\Icon\MonsterBook\1928.tga	0	0	48	48		
6232	Data\Icon\MonsterBook\894.tga	0	0	48	48		
6233	Data\Icon\MonsterBook\916.tga	0	0	48	48		
6234	Data\Icon\MonsterBook\4018.tga	0	0	48	48		
6235	Data\Icon\MonsterBook\2030.tga	0	0	48	48		
6236	Data\Icon\MonsterBook\2031.tga	0	0	48	48		
6237	Data\Icon\MonsterBook\2402.tga	0	0	48	48		
6238	Data\Icon\MonsterBook\2412.tga	0	0	48	48		
6239	Data\Icon\MonsterBook\2019.tga	0	0	48	48		
6240	Data\Icon\MonsterBook\3040.tga	0	0	48	48		
6241	Data\Icon\MonsterBook\3045.tga	0	0	48	48		
6242	Data\Icon\MonsterBook\4101.tga	0	0	48	48		
6243	Data\Icon\MonsterBook\4106.tga	0	0	48	48		
6244	Data\Icon\MonsterBook\4109.tga	0	0	48	48		
6245	Data\Icon\MonsterBook\4234.tga	0	0	48	48		
6246	Data\Icon\MonsterBook\4239.tga	0	0	48	48		
6247	Data\Icon\MonsterBook\4244.tga	0	0	48	48		
6248	Data\Icon\MonsterBook\4061.tga	0	0	48	48		
6249	Data\Icon\MonsterBook\4062.tga	0	0	48	48		
6250	Data\Icon\MonsterBook\4135.tga	0	0	48	48		
6251	Data\Icon\MonsterBook\4149.tga	0	0	48	48		
6252	Data\Icon\MonsterBook\4294.tga	0	0	48	48		
6253	Data\Icon\MonsterBook\4298.tga	0	0	48	48		
6254	Data\Icon\MonsterBook\2032.tga	0	0	48	48		
6255	Data\Icon\MonsterBook\2033.tga	0	0	48	48		
6256	Data\Icon\MonsterBook\2413.tga	0	0	48	48		
6257	Data\Icon\MonsterBook\4418.tga	0	0	48	48		
6258	Data\Icon\MonsterBook\4427.tga	0	0	48	48		
6259	Data\Icon\MonsterBook\4356.tga	0	0	48	48		
6260	Data\Icon\MonsterBook\4357.tga	0	0	48	48		
6261	Data\Icon\MonsterBook\4358.tga	0	0	48	48		
6262	Data\Icon\MonsterBook\4359.tga	0	0	48	48		
6263	Data\Icon\MonsterBook\6438.tga	0	0	48	48		
6264	Data\Icon\MonsterBook\6499.tga	0	0	48	48		
6265	Data\Icon\MonsterBook\6500.tga	0	0	48	48		
6266	Data\Icon\MonsterBook\6501.tga	0	0	48	48		
6267	Data\Icon\MonsterBook\6506.tga	0	0	48	48		
6268	Data\Icon\MonsterBook\6504.tga	0	0	48	48		
6269	Data\Icon\MonsterBook\6505.tga	0	0	48	48		
6270	Data\Icon\MonsterBook\6503.tga	0	0	48	48		
6271	Data\Icon\MonsterBook\64170.tga	0	0	48	48		
6272	Data\Icon\MonsterBook\64171.tga	0	0	48	48		
6273	Data\Icon\MonsterBook\64172.tga	0	0	48	48		
6274	Data\Icon\MonsterBook\64173.tga	0	0	48	48		
6275	Data\Icon\MonsterBook\64174.tga	0	0	48	48		
6276	Data\Icon\MonsterBook\64175.tga	0	0	48	48		
6277	Data\Icon\MonsterBook\64176.tga	0	0	48	48		
6278	Data\Icon\MonsterBook\64177.tga	0	0	48	48		
6279	Data\Icon\MonsterBook\64178.tga	0	0	48	48		
6280	Data\Icon\MonsterBook\64179.tga	0	0	48	48		
6281	Data\Icon\MonsterBook\64183.tga	0	0	48	48		
6282	Data\Icon\MonsterBook\64184.tga	0	0	48	48		
6283	Data\Icon\MonsterBook\868.tga	0	0	48	48		
6508	Data\Icon\MonsterBook\869.tga	0	0	48	48		
6534	Data\Icon\MonsterBook\870.tga	0	0	48	48		
6534	Data\Icon\MonsterBook\871.tga	0	0	48	48		
6535	Data\Icon\MonsterBook\872.tga	0	0	48	48		
6536	Data\Icon\MonsterBook\873.tga	0	0	48	48		
6536	Data\Icon\MonsterBook\873.tga	0	0	48	48		
6537	Data\Icon\MonsterBook\6774.tga	0	0	48	48		
6538	Data\Icon\MonsterBook\6775.tga	0	0	48	48		
6539	Data\Icon\MonsterBook\6776.tga	0	0	48	48		
6540	Data\Icon\MonsterBook\6777.tga	0	0	48	48		
6541	Data\Icon\MonsterBook\6778.tga	0	0	48	48		
6542	Data\Icon\MonsterBook\6779.tga	0	0	48	48		
6543	Data\Icon\MonsterBook\6780.tga	0	0	48	48		
6544	Data\Icon\MonsterBook\6428.tga	0	0	48	48		
6545	Data\Icon\MonsterBook\6435.tga	0	0	48	48		
6546	Data\Icon\MonsterBook\6436.tga	0	0	48	48		
6547	Data\Icon\MonsterBook\6437.tga	0	0	48	48		
6548	Data\Icon\MonsterBook\6431.tga	0	0	48	48		
6549	Data\Icon\MonsterBook\60050.tga	0	0	48	48		
6550	Data\Icon\MonsterBook\60051.tga	0	0	48	48		
6551	Data\Icon\MonsterBook\60052.tga	0	0	48	48		
6552	Data\Icon\MonsterBook\60053.tga	0	0	48	48		
6553	Data\Icon\MonsterBook\60054.tga	0	0	48	48		
6554	Data\Icon\MonsterBook\60055.tga	0	0	48	48		
6555	Data\Icon\MonsterBook\60069.tga	0	0	48	48		
6556	Data\Icon\MonsterBook\407.tga	0	0	48	48		
6557	Data\Icon\MonsterBook\65211.tga	0	0	48	48		
6558	Data\Icon\MonsterBook\7215.tga	0	0	48	48		
6559	Data\Icon\MonsterBook\7220.tga	0	0	48	48		
6560	Data\Icon\MonsterBook\7242.tga	0	0	48	48		
6561	Data\Icon\MonsterBook\6429.tga	0	0	48	48		
6562	Data\Icon\MonsterBook\60075.tga	0	0	48	48		
6563	Data\Icon\MonsterBook\4376.tga	0	0	48	48		
6564	Data\Icon\MonsterBook\4377.tga	0	0	48	48		
//SUN랭킹							
6565	Data\Interface\Common_bg01.tga	614	411	40	40		// 버서커 클래스 이미지
6566	Data\Interface\Common_bg01.tga	654	411	40	40		// 드래곤나이트 클래스 이미지
6567	Data\Interface\Common_bg01.tga	694	411	40	40		// 섀도우 클래스 이미지
6568	Data\Interface\Common_bg01.tga	734	411	40	40		// 발키리 클래스 이미지
6569	Data\Interface\Common_bg01.tga	774	411	40	40		// 엘리멘탈리스트 클래스 이미지
6570	Data\Interface\Common_bg01.tga	814	411	40	40		// 미스틱 클래스 이미지
6571	Data\Interface\Common_bg01.tga	947	748	40	40		// 헬로이드 클래스 이미지
6572	Data\Interface\Common_bg02.tga	788	280	40	40		// 위치블레이드 클래스 이미지
6573	Data\Interface\Common_bg03.tga	5	5	472	51		// 내 랭킹 슬롯 배경
6574	Data\Interface\Common_bg03.tga	5	62	457	51		// 랭킹 슬롯 배경
//빙고볼							
6575	Data\Icon\element\Events\Bingo_01.dds	0	0	32	32		
6576	Data\Icon\element\Events\Bingo_02.dds	0	0	32	32		
6577	Data\Icon\element\Events\Bingo_03.dds	0	0	32	32		
6578	Data\Icon\element\Events\Bingo_04.dds	0	0	32	32		
6579	Data\Icon\element\Events\Bingo_05.dds	0	0	32	32		
6580	Data\Icon\element\Events\Bingo_06.dds	0	0	32	32		
6581	Data\Icon\element\Events\Bingo_07.dds	0	0	32	32		
6582	Data\Icon\element\Events\Bingo_08.dds	0	0	32	32		
6583	Data\Icon\element\Events\Bingo_09.dds	0	0	32	32		
6584	Data\Icon\element\Events\Bingo_10.dds	0	0	32	32		
6585	Data\Icon\element\Events\Bingo_11.dds	0	0	32	32		
6586	Data\Icon\element\Events\Bingo_12.dds	0	0	32	32		
6587	Data\Icon\element\Events\Bingo_13.dds	0	0	32	32		
6588	Data\Icon\element\Events\Bingo_14.dds	0	0	32	32		
6589	Data\Icon\element\Events\Bingo_15.dds	0	0	32	32		
6590	Data\Icon\element\Events\Bingo_16.dds	0	0	32	32		
6591	Data\Icon\element\Events\Bingo_17.dds	0	0	32	32		
6592	Data\Icon\element\Events\Bingo_18.dds	0	0	32	32		
6593	Data\Icon\element\Events\Bingo_19.dds	0	0	32	32		
6594	Data\Icon\element\Events\Bingo_20.dds	0	0	32	32		
6595	Data\Icon\element\Events\Bingo_21.dds	0	0	32	32		
6596	Data\Icon\element\Events\Bingo_22.dds	0	0	32	32		
6597	Data\Icon\element\Events\Bingo_23.dds	0	0	32	32		
6598	Data\Icon\element\Events\Bingo_24.dds	0	0	32	32		
6599	Data\Icon\element\Events\Bingo_25.dds	0	0	32	32		
6600	Data\Interface\Common_bg03.tga	714	0	32	32		
6601	Data\Interface\Common_bg03.tga	844	0	180	12		
6602	Data\Interface\Common_bg03.tga	834	13	176	176		
6603	Data\Interface\Common_bg03.tga	836	200	177	176		
6604	Data\Interface\Common_bg03.tga	1012	13	12	181		
//도감추가
6605	Data\Icon\MonsterBook\2420.tga	0	0	48	48		
6606	Data\Icon\MonsterBook\4470.tga	0	0	48	48		
6607	Data\Icon\MonsterBook\4526.tga	0	0	48	48		
