	//AC 스크립트																	                      	주의! 과제코드가 65526을 넘어가면 안됨																													
	24	2927	50001	1	1	90673	92673	33258	0	0	0	0	0	0	0	0	0	5	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20006	0	0	//달성률 30% 달성			ObjectNum에 묙표 달성률 입력 (1%=100)		
	25	2927	50001	1	1	90674	92674	33258	0	0	0	0	0	0	0	0	0	5	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20008	0	0	//달성률 40% 달성					
	26	2927	50001	1	1	90675	92675	33258	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20010	0	0	//달성률 50% 달성			6 저주받은탑 클리어		
	27	2927	50001	1	1	90676	92676	33258	0	0	0	0	0	0	0	0	0	5	0	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20012	0	0	//달성률 60% 달성			ObjectCode에 맵코드 입력		
	28	2927	50001	1	1	90677	92677	33258	0	0	0	0	0	0	0	0	0	5	0	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20014	0	0	//달성률 70% 달성			ObjectNum에 클리어 횟수 입력		
	29	2927	50001	1	1	90678	92678	33258	0	0	0	0	0	0	0	0	0	5	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20016	0	0	//달성률 80% 달성					
	30	2927	50001	1	1	90679	92679	33258	0	0	0	0	0	0	0	0	0	5	0	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20018	0	0	//달성률 90% 달성			7 퀘스트 해결		
	31	2927	50001	1	1	90680	92680	33258	0	0	0	0	0	0	0	0	0	5	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20020	0	0	//달성률 100% 달성			ObjectCode에 퀘스트코드 입력		
	//에텔레인지하수로 AC																																													QuestInfo에서 해당 퀘스트 AC코드에 1 입력		
	32	2927	50002	1	2	90681	92681	33837	0	0	0	0	0	0	0	0	0	1	8031	1	8032	1	8033	1	8034	1	8035	1	0	0	0	0	0	0	0	0	0	0	2	200	0	0	//보물열쇠 수집			ObjectNum에 완료 갯수 입력		
	33	2927	50002	1	2	90682	92682	33808	0	0	0	0	0	0	0	0	0	1	8059	1	8060	1	8061	1	8062	1	8063	1	8064	1	8065	1	8066	1	0	0	0	0	2	200	0	0	//보물지도 수집					
	34	2927	50002	1	2	90683	92683	200017	0	0	0	0	0	0	0	0	0	8	49121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	100	0	0	//보물상자 수집			7 퀘스트군 해결		
	35	2927	50002	1	2	90684	92684	33311	0	0	0	0	0	0	0	0	0	1	8082	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	150	0	0	//아이템A(지하의 유물 20개) 수집			ObjectCode에 AC코드 입력		
	36	2927	50002	1	2	90685	92685	33817	0	0	0	0	0	0	0	0	0	1	8051	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	200	0	0	//아이템B(지하수로의 톱니 10개) 수집			Questnfo에서 해당 퀘스트 AC코드에 2 입력.		
	37	2927	50002	1	2	90686	92686	33805	0	0	0	0	0	0	0	0	0	1	8004	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	500	0	0	//아이템C(이그니스의 두번째 지령 10개) 수집			AC참조방식에 고유코드를 입력		
	38	2927	50002	1	2	90687	92687	33820	0	0	0	0	0	0	0	0	0	1	8052	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	250	0	0	//아이템D(죽은자의 영혼 10개) 수집			ObjectNum에 완료 갯수 입력		
	39	2927	50002	1	2	90688	92688	33825	0	0	0	0	0	0	0	0	0	1	8057	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	350	0	0	//아이템E(에텔레인 비리문서 10개) 수집					
	40	2927	50002	1	2	90689	92689	33822	0	0	0	0	0	0	0	0	0	1	8055	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	550	0	0	//아이템F(음모의 쪽지 10개) 수집			8 아이템 채집		
	41	2927	50002	1	2	90690	92690	32815	0	0	0	0	0	0	0	0	0	3	102	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	800	0	0	//캡틴 배기			ObjectCode에 아이템코드 입력		
	42	2927	50002	1	2	90691	92691	32817	0	0	0	0	0	0	0	0	0	2	2151	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//보스몬스터A 사냥			아이템스크립트에서 해당 아이템 AC코드에 1 입력		
	43	2927	50002	1	2	90692	92692	32817	0	0	0	0	0	0	0	0	0	2	2161	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//보스몬스터B 사냥			ObjectNum에 수집 수량 입력		
	44	2927	50002	1	2	90693	92693	74634	0	0	0	0	0	0	0	0	0	2	2006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	400	0	0	//럭키몬스터A 사냥					
	45	2927	50002	1	2	90694	92694	74634	0	0	0	0	0	0	0	0	0	2	2007	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//럭키몬스터B 사냥			9 아이템 입수 (줍기/보상)		
	46	2927	50002	1	2	90695	92695	32814	0	0	0	0	0	0	0	0	0	2	2002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	500	0	0	//AC몬스터 사냥			ObjectCode에 아이템코드 입력		
	47	2927	50002	1	2	90696	92696	32756	0	0	0	0	0	0	0	0	0	6	60101	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1000	0	0	//저주받은탑 클리어			아이템스크립트에서 해당 아이템 AC코드에 1 입력		
	48	2927	50002	1	2	90697	92697	33121	0	0	0	0	0	0	0	0	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	800	0	0	//메인미션 클리어			ObjectNum에 수집 수량 입력		
	49	2927	50002	1	2	90698	92698	34098	0	0	0	0	0	0	0	0	0	4	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	//서브미션1 클리어					
	50	2927	50002	1	2	90699	92699	34098	0	0	0	0	0	0	0	0	0	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	//서브미션2 클리어			10 아이템 장착		
	51	2927	50002	1	2	90700	92700	34098	0	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	//서브미션3 클리어			ObjectCode에 아이템코드 입력		
	52	2927	50002	1	2	90701	92701	33315	0	0	0	0	0	0	0	0	0	7	202	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1000	0	0	//퀘스트 완료			아이템스크립트에서 해당 아이템 AC코드에 1 입력		
	53	2927	50002	1	2	90702	92702	33258	0	0	0	0	0	0	0	0	0	5	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20102	0	0	//달성률 10% 달성			ObjectNum에 1 입력		
	54	2927	50002	1	2	90703	92703	33258	0	0	0	0	0	0	0	0	0	5	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20104	0	0	//달성률 20% 달성					
	55	2927	50002	1	2	90704	92704	33258	0	0	0	0	0	0	0	0	0	5	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20106	0	0	//달성률 30% 달성			11 타락한사원 1회 PC 사냥 (최고기록 남음)		
	56	2927	50002	1	2	90705	92705	33258	0	0	0	0	0	0	0	0	0	5	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20108	0	0	//달성률 40% 달성			ObjectCode에 맵코드 입력		
	57	2927	50002	1	2	90706	92706	33258	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20110	0	0	//달성률 50% 달성			ObjectNum에 사냥 수량 입력		
	58	2927	50002	1	2	90707	92707	33258	0	0	0	0	0	0	0	0	0	5	0	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20112	0	0	//달성률 60% 달성					
	59	2927	50002	1	2	90708	92708	33258	0	0	0	0	0	0	0	0	0	5	0	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20114	0	0	//달성률 70% 달성			12 타락한사원 누적 PC 사냥 (최고기록 남음)		
	60	2927	50002	1	2	90709	92709	33258	0	0	0	0	0	0	0	0	0	5	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20116	0	0	//달성률 80% 달성			ObjectCode에 맵코드 입력		
	61	2927	50002	1	2	90710	92710	33258	0	0	0	0	0	0	0	0	0	5	0	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20118	0	0	//달성률 90% 달성			ObjectNum에 사냥 수량 입력		
	62	2927	50002	1	2	90711	92711	33258	0	0	0	0	0	0	0	0	0	5	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20120	0	0	//달성률 100% 달성					
	//얼어붙은궁전 AC																																													13 타락한사원 1회 NPC 사냥 (최고기록 남음)		
	63	2927	50003	1	3	90712	92712	33838	0	0	0	0	0	0	0	0	0	1	8036	1	8037	1	8038	1	8039	1	8040	1	0	0	0	0	0	0	0	0	0	0	2	200	0	0	//보물열쇠 수집			ObjectCode에 맵코드 입력		
	64	2927	50003	1	3	90713	92713	33809	0	0	0	0	0	0	0	0	0	1	8007	1	8008	1	8009	1	8010	1	8011	1	8012	1	8013	1	8014	1	0	0	0	0	2	200	0	0	//보물지도 수집			ObjectNum에 사냥 수량 입력		
	65	2927	50003	1	3	90714	92714	200017	0	0	0	0	0	0	0	0	0	8	49122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	100	0	0	//보물상자 수집					
	66	2927	50003	1	3	90715	92715	33313	0	0	0	0	0	0	0	0	0	1	8083	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	150	0	0	//아이템A(설원의 유물 20개) 수집			14 타락한사원 누적 NPC 사냥 (최고기록 남음)		
	67	2927	50003	1	3	90716	92716	33250	0	0	0	0	0	0	0	0	0	1	8058	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	200	0	0	//아이템B(녹지 않는 얼음 10개) 수집			ObjectCode에 맵코드 입력		
	68	2927	50003	1	3	90717	92717	33834	0	0	0	0	0	0	0	0	0	1	8075	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	500	0	0	//아이템C(눈물꽃 10개) 수집			ObjectNum에 사냥 수량 입력		
	69	2927	50003	1	3	90718	92718	33262	0	0	0	0	0	0	0	0	0	1	8080	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	250	0	0	//아이템D(얼음의 비밀문장 10개) 수집					
	70	2927	50003	1	3	90719	92719	33828	0	0	0	0	0	0	0	0	0	1	8067	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	350	0	0	//아이템E(가이던스의 비상식량 10개) 수집			15 타락한사원 1회 PC/NPC 사냥 (최고기록 남음)		
	71	2927	50003	1	3	90720	92720	33821	0	0	0	0	0	0	0	0	0	1	8054	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	550	0	0	//아이템F(쉬바르츠의 낡은 기록 10개) 수집			ObjectCode에 맵코드 입력		
	72	2927	50003	1	3	90721	92721	32815	0	0	0	0	0	0	0	0	0	3	103	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	800	0	0	//캡틴 배기			ObjectNum에 사냥 수량 입력		
	73	2927	50003	1	3	90722	92722	32817	0	0	0	0	0	0	0	0	0	2	2171	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//보스몬스터A 사냥					
	74	2927	50003	1	3	90723	92723	32817	0	0	0	0	0	0	0	0	0	2	2181	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//보스몬스터B 사냥			16 타락한사원 누적 PC/NPC 사냥 (최고기록 남음)		
	75	2927	50003	1	3	90724	92724	74635	0	0	0	0	0	0	0	0	0	2	2008	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	400	0	0	//럭키몬스터A 사냥			ObjectCode에 맵코드 입력		
	76	2927	50003	1	3	90725	92725	74635	0	0	0	0	0	0	0	0	0	2	2009	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//럭키몬스터B 사냥			ObjectNum에 사냥 수량 입력		
	77	2927	50003	1	3	90726	92726	32814	0	0	0	0	0	0	0	0	0	2	2003	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	500	0	0	//AC몬스터 사냥					
	78	2927	50003	1	3	90727	92727	32759	0	0	0	0	0	0	0	0	0	6	60201	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1000	0	0	//저주받은탑 클리어			17 타락한사원 우승 (최고기록 남음)		
	79	2927	50003	1	3	90728	92728	33121	0	0	0	0	0	0	0	0	0	4	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	800	0	0	//메인미션 클리어			ObjectCode에 맵코드 입력		
	80	2927	50003	1	3	90729	92729	34098	0	0	0	0	0	0	0	0	0	4	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	//서브미션1 클리어			ObjectNum에 우승 횟수 입력		
	81	2927	50003	1	3	90730	92730	34098	0	0	0	0	0	0	0	0	0	4	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	//서브미션2 클리어					
	82	2927	50003	1	3	90731	92731	34098	0	0	0	0	0	0	0	0	0	4	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	//서브미션3 클리어			18 타락한사원 추락사 (최고기록 남음)		
	83	2927	50003	1	3	90732	92732	33315	0	0	0	0	0	0	0	0	0	7	203	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1000	0	0	//퀘스트 완료			ObjectCode에 맵코드 입력		
	84	2927	50003	1	3	90733	92733	33258	0	0	0	0	0	0	0	0	0	5	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20202	0	0	//달성률 10% 달성			ObjectNum에 추락사 횟수 입력		
	85	2927	50003	1	3	90734	92734	33258	0	0	0	0	0	0	0	0	0	5	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20204	0	0	//달성률 20% 달성					
	86	2927	50003	1	3	90735	92735	33258	0	0	0	0	0	0	0	0	0	5	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20206	0	0	//달성률 30% 달성			19 미션 클리어 시간 (최고기록 남음)		
	87	2927	50003	1	3	90736	92736	33258	0	0	0	0	0	0	0	0	0	5	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20208	0	0	//달성률 40% 달성			ObjectCode에 맵코드 입력		
	88	2927	50003	1	3	90737	92737	33258	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20210	0	0	//달성률 50% 달성			ObjectNum에 클리어 시간 입력 (1=1초)		
	89	2927	50003	1	3	90738	92738	33258	0	0	0	0	0	0	0	0	0	5	0	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20212	0	0	//달성률 60% 달성					
	90	2927	50003	1	3	90739	92739	33258	0	0	0	0	0	0	0	0	0	5	0	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20214	0	0	//달성률 70% 달성			20 레벨 달성		
	91	2927	50003	1	3	90740	92740	33258	0	0	0	0	0	0	0	0	0	5	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20216	0	0	//달성률 80% 달성			ObjectCode에 달성 레벨 입력		
	92	2927	50003	1	3	90741	92741	33258	0	0	0	0	0	0	0	0	0	5	0	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20218	0	0	//달성률 90% 달성			ObjectNum에 1 입력		
	93	2927	50003	1	3	90742	92742	33258	0	0	0	0	0	0	0	0	0	5	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20220	0	0	//달성률 100% 달성					
	//용족의계곡 AC																																													21 전투정보창 - 총 힐량		
	94	2927	50004	1	4	90743	92743	33839	0	0	0	0	0	0	0	0	0	1	8041	1	8042	1	8043	1	8044	1	8045	1	0	0	0	0	0	0	0	0	0	0	2	200	0	0	//보물열쇠 수집			ObjectCode에 맵코드 입력		
	95	2927	50004	1	4	90744	92744	33810	0	0	0	0	0	0	0	0	0	1	8023	1	8024	1	8025	1	8026	1	8027	1	8028	1	8029	1	8030	1	0	0	0	0	2	200	0	0	//보물지도 수집			ObjectNum에 달성 힐량 입력 (1=1000)		
	96	2927	50004	1	4	90745	92745	200017	0	0	0	0	0	0	0	0	0	8	49123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	100	0	0	//보물상자 수집					
	97	2927	50004	1	4	90746	92746	33312	0	0	0	0	0	0	0	0	0	1	8084	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	150	0	0	//아이템A(화산의 유물 20개) 수집			22 전투정보창 - 최고 데미지		
	98	2927	50004	1	4	90747	92747	33830	0	0	0	0	0	0	0	0	0	1	8069	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	200	0	0	//아이템B(불멸의 화염 10개) 수집			ObjectCode에 맵코드 입력		
	99	2927	50004	1	4	90748	92748	33251	0	0	0	0	0	0	0	0	0	1	8070	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	500	0	0	//아이템C(부러진 용족의 날개 10개) 수집			ObjectNum에 달성 최고데미지 입력		
	100	2927	50004	1	4	90749	92749	33804	0	0	0	0	0	0	0	0	0	1	8071	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	250	0	0	//아이템D(칼버스의 전령 10개) 수집					
	101	2927	50004	1	4	90750	92750	33823	0	0	0	0	0	0	0	0	0	1	8056	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	350	0	0	//아이템E(다크에테르보고서 10개) 수집			23 전투정보창 - 총 가해 데미지량		
	102	2927	50004	1	4	90751	92751	33824	0	0	0	0	0	0	0	0	0	1	8053	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	550	0	0	//아이템F(벨트헨침공계획 10개) 수집			ObjectCode에 맵코드 입력		
	103	2927	50004	1	4	90752	92752	32815	0	0	0	0	0	0	0	0	0	3	104	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	800	0	0	//캡틴 배기			ObjectNum에 달성 누적데미지 입력 (1=1000)		
	104	2927	50004	1	4	90753	92753	32817	0	0	0	0	0	0	0	0	0	2	2191	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//보스몬스터A 사냥					
	105	2927	50004	1	4	90754	92754	32817	0	0	0	0	0	0	0	0	0	2	2201	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//보스몬스터B 사냥			24 전투정보창 - 총 피해 데미지량		
	106	2927	50004	1	4	90755	92755	74636	0	0	0	0	0	0	0	0	0	2	2010	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	400	0	0	//럭키몬스터A 사냥			ObjectCode에 맵코드 입력		
	107	2927	50004	1	4	90756	92756	74636	0	0	0	0	0	0	0	0	0	2	2011	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	700	0	0	//럭키몬스터B 사냥			ObjectNum에 달성 사망횟수 입력 (1=1000)		
	108	2927	50004	1	4	90757	92757	32814	0	0	0	0	0	0	0	0	0	2	2012	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	500	0	0	//AC몬스터 사냥					
	109	2927	50004	1	4	90758	92758	32762	0	0	0	0	0	0	0	0	0	6	60301	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1000	0	0	//저주받은탑 클리어			25 전투정보창 - 킬수		
