//미션보상 스크립트_Kr									
//			1. 버버						
//			2. 드나						
//	??		3. 쉐도우						
//			4. 발키리	"플레이어가 완료한 미션 횟수와 bMissionNum이 같을 경우, 해당 RewardCode1에 해당하는 보상이 주어진다. (반드시 같을 경우만임.)"					
//			5. 엘리	"bMissionNum이3이고, wRewardCode1이 10일 경우, 플레이어가 미션을 3번째 완료하는 순간부터,(bMissionNum이3) 10번에 해당하는 보상이 주어진다."					
//	//World 의 MapCode참조		6. 미스틱	"미션 완료횟수1,2,3은 절대 같을 수 없다. 같으면 안되며, 반드시 1,2,3이 순차적으로 증가해야한다."					
//			7. 헬로이드						
//미션 스크립트 실제 구성			8. 위치블레이드	미션완료횟수1					
//설명	미션번호	주석	클래스코드	미션완료횟수1	보상코드1	미션완료횟수2	보상코드2	미션완료횟수3	보상코드3
	dwIndex	sDesc	dwClassCode	bMissionNum1	wRewardCode1	bMissionNum2	wRewardCode2	bMissionNum3	wRewardCode3
	38 	보레아스산맥(메인)	8 	1 	62489 	2 	62484 	41 	62485 
	39 	보레아스산맥(서브1)	1 	1 	62490 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	2 	1 	62493 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	3 	1 	62494 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	4 	1 	62495 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	5 	1 	62496 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	6 	1 	62496 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	7 	1 	62496 	2 	62491 	41 	62492 
	39 	보레아스산맥(서브1)	8 	1 	62496 	2 	62491 	41 	62492 
	40 	보레아스산맥(서브2)	1 	1 	62497 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	2 	1 	62500 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	3 	1 	62501 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	4 	1 	62502 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	5 	1 	62503 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	6 	1 	62503 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	7 	1 	62503 	2 	62498 	41 	62499 
	40 	보레아스산맥(서브2)	8 	1 	62503 	2 	62498 	41 	62499 
	41 	보레아스산맥(서브3)	1 	1 	62504 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	2 	1 	62507 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	3 	1 	62508 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	4 	1 	62509 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	5 	1 	62510 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	6 	1 	62510 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	7 	1 	62510 	2 	62505 	41 	62506 
	41 	보레아스산맥(서브3)	8 	1 	62510 	2 	62505 	41 	62506 
	42 	생명의골짜기(메인)	1 	1 	62511 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	2 	1 	62514 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	3 	1 	62515 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	4 	1 	62516 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	5 	1 	62517 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	6 	1 	62517 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	7 	1 	62517 	2 	62512 	41 	62513 
	42 	생명의골짜기(메인)	8 	1 	62517 	2 	62512 	41 	62513 
	43 	생명의골짜기(서브1)	1 	1 	62518 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	2 	1 	62521 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	3 	1 	62522 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	4 	1 	62523 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	5 	1 	62524 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	6 	1 	62524 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	7 	1 	62524 	2 	62519 	41 	62520 
	43 	생명의골짜기(서브1)	8 	1 	62524 	2 	62519 	41 	62520 
	44 	생명의골짜기(서브2)	1 	1 	62525 	2 	62526 	41 	62527 
	44 	생명의골짜기(서브2)	2 	1 	62528 	2 	62526 	41 	62527 
	44 	생명의골짜기(서브2)	3 	1 	62529 	2 	62526 	41 	62527 
