//	이벤트 스크립트_한국																												1~50레벨 초보유저 버프																			
//	Version	1.0.0.5																											일반 ; 이속 10% / 공속 10% / HP증가 +200 / 스텟(정신력) +15 [지속시간 : 30분]																			
//	최초작업자 : 채현준																												가맹정 : 이속 15% / 공속 15% / HP증가 +300 / 스텟(정신력) + 30 [지속시간 : 60분]																			
//	최종작업자 : 정동일																																															
//	최종수정일	오후 3:15 2008-07-02																																														
//	1.4																																															
//		15. 아인 19.구세군 20. 뱃지맨 21.산타영감 22.수정기둥																																														
//1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	파라미터 적용 버전	812	810					810		812		810										810		810			810				810			905	813			905	812	812								
//	인덱스	NPC선택	기본이벤트 설정용					이벤트 요일 설정	최대 등록 수	적용 레벨 설정		아이템등록이벤트(필요 조건)										경험치/버프 이벤트 시간설정		제조이벤트	인첸트이벤트	분해이벤트	경험치증가률보상	캐릭터생성경험치증가률	하임증가률보상	아이템드랍률보상	일반 보상아이템관련				PC방 보상아이템관련				구세군보상코드	삭제기능	삭제코드							
	Index	NPC	EventMode	StartDate	StartTime	EndDate	EndTime	EventDayFlag	CountMax	ApplyToMinLv	ApplyToMaxLv	RegisterItem1	RegisterItemNum1	RegisterItem2	RegisterItemNum2	RegisterItem3	RegisterItemNum3	RegisterItem4	RegisterItemNum4	RegisterItem5	RegisterItemNum5	NotifyTimeStart	NotifyTimeEnd	PeakTimeSet	PeakTimeEnd	ItemCraftIndex	ItemEnchantIndex	ItemDecompoIndex	RewardExpRate	CharCreateExpRate	RewardHimeRate	RewardItemDropRate	NormalReward1Index1	NormalReward1Index2	NormalReward1Index3	NormalReward1Index4	NormalReward2Index1	NormalReward2Index2	NormalReward2Index3	NormalReward2Index4	EventReward	Delete	ItemCode1	ItemCode2	ItemCode3	ItemCode4	ItemCode5	MapCode1	MonCode1	SummonRate1	X1	Y1	Z1	MapCode2	MonCode2	SummonRate2	X2	Y2	Z2	MapCode3	MonCode3	SummonRate3	X3	Y3	Z3	MapCode4	MonCode4	SummonRate4	X4	Y4	Z4	MapCode5	MonCode5	SummonRate5	X5	Y5	Z5	MapCode6	MonCode6	SummonRate6	X6	Y6	Z6	MapCode7	MonCode7	SummonRate7	X7	Y7	Z7	FieldEnd		
	26	15	9	20071129	900	20080102	2400	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	1800	2400	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치(PC방)
	27	20	11	20071115	900	20080103	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3002	0	0	0	3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	뱃지맨
//	28	22	12	20080101	0	20080212	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	350	410	0	0	0	0	0	0	0	55018	0	0	0	55018	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(1차)
//	29	22	12	20080101	0	20080212	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	750	810	0	0	0	0	0	0	0	55019	0	0	0	55019	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(2차)
//	30	22	12	20080101	0	20080212	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	1150	1210	0	0	0	0	0	0	0	55020	0	0	0	55020	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(3차)
//	31	22	12	20080101	0	20080212	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	1550	1610	0	0	0	0	0	0	0	55018	0	0	0	55018	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(4차)
//	32	22	12	20080101	0	20080212	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	1950	2010	0	0	0	0	0	0	0	55019	0	0	0	55019	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(5차)
//	33	22	12	20080101	0	20080212	800	0	0	1	100	0	0	0	0	0	0	0	0	0	0	2350	2410	0	0	0	0	0	0	0	55020	0	0	0	55020	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(6차)
//	34	22	12	20080212	800	20101231	800	0	0	1	44	0	0	0	0	0	0	0	0	0	0	350	410	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보1차)
//	35	22	12	20080212	800	20101231	800	0	0	1	44	0	0	0	0	0	0	0	0	0	0	750	810	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보2차)
//	36	22	12	20080212	800	20101231	800	0	0	1	44	0	0	0	0	0	0	0	0	0	0	1150	1210	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보3차)
//	37	22	12	20080212	800	20101231	800	0	0	1	44	0	0	0	0	0	0	0	0	0	0	1550	1610	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보4차)
//	38	22	12	20080212	800	20101231	800	0	0	1	44	0	0	0	0	0	0	0	0	0	0	1950	2010	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보5차)
//	Crystal Pillar (Buff Event, NPC type 22) reactivated 2026-08-17: entry 40 now covers Lv 1~177 until 20991231.
//	Entry 41 (Lv177 only) folded into entry 40 so the client shows a single Apply Level : 1 ~ 177 range.
//	Regular reward = skill 55021 (30min). Premium/PC reward = skill 55025 (120min), whose values are the
//	regular + premium totals combined because both skills share StateIDs 1200/1201/1202/1208 and cannot stack.
	39	22	12	20150820	800	20151119	800	0	0	1	177	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	2015할로윈버프이벤트(초보유저[1~177레벨])
	40	22	12	20160110	1800	20991231	2400	0	0	1	177	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보유저[1~177레벨])
//	41	22	12	20160110	1800	20201231	800	0	0	177	177	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(만렙유저[177레벨])
//	103	22	12	20151119	800	20160110	1759	0	0	1	177	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	58029	0	0	0	58030	0	0	0	0	0	0	0	0	0	0		//	평화와안식의주간
	42	22	12	20150507	800	20150820	800	0	0	1	177	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	2015설날버프이벤트(1~175레벨)
	43	15	9	20080701	800	20080715	800	0	0	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치이벤트(PC 30%)
	44	15	3	20080812	900	20080902	800	0	0	1	130	6752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3003	0	0	0	3003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	독도사랑이벤트
	45	15	7	20080923	800	20080930	900	0	0	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치 이벤트
	46	15	7	20081111	800	20081209	900	0	0	1	130	0	0	0	0	0	0	0	0	0	0	0	0	1900	2300	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치 이벤트(300%)
//	47	15	13	20081121	800	20081209	900	0	0	1	130	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	길드이벤트
	48	15	3	20090310	900	20090324	900	0	0	1	130	9047	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3085	0	0	0	3085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	09년화이트데이
	49	15	3	20090310	900	20090324	900	0	0	1	130	6798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3005	0	0	0	3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	콜로세움입장권교환Lv1
	50	15	3	20090310	900	20090324	900	0	0	1	130	6799	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3006	0	0	0	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	콜로세움입장권교환Lv2
	51	15	3	20090310	900	20090324	900	0	0	1	130	6800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3007	0	0	0	3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	콜로세움입장권교환Lv3
	52	15	3	20090320	900	20090407	900	0	0	1	130	6801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008	0	0	0	3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	콜로세움입장권교환Lv4
//	53	22	12	20090423	2100	20090507	2300	0	0	51	80	0	0	0	0	0	0	0	0	0	0	2100	2300	0	0	0	0	0	0	0	55021	0	0	0	55025	0	0	0	0	0	0	0	0	0	0		//	버프이벤트(초보유저[51~80레벨])
	54	15	3	20090909	1200	20091022	2400	0	0	1	130	6836	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3095	0	0	0	3095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	랜덤보상
	55	15	3	20090909	1200	20091022	2400	0	0	1	130	6837	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3096	0	0	0	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	랜덤보상
	56	15	3	20090909	1200	20091022	2400	0	0	1	130	6838	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3097	0	0	0	3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	랜덤보상
	57	15	3	20090909	1200	20091022	2400	0	0	1	130	6839	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3098	0	0	0	3098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	랜덤보상
	58	15	7	20100211	800	20100303	2400	0	0	1	130	0	0	0	0	0	0	0	0	0	0	0	0	2000	2300	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치이벤트(20~23시)
	59	15	7	20100211	800	20100304	800	0	0	1	130	0	0	0	0	0	0	0	0	0	0	0	0	100	400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치이벤트(1시~4시)
	60	0	7	20110818	800	20110914	2300	0	0	1	150	0	0	0	0	0	0	0	0	0	0	0	0	1400	1800	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	경험치이벤트(2시~6시)
	61	15	3	20100329	1200	20100513	800	0	0	1	130	9085	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3106	0	0	0	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	2010태양의씨앗10개
	62	15	3	20100329	1200	20100513	800	0	0	1	130	9085	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3107	0	0	0	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	2010태양의씨앗30개
	63	15	3	20100329	1200	20100513	800	0	0	1	130	9085	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3108	0	0	0	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	2010태양의씨앗100개
