//			투사의엘리트1차 10000	무기 : 1										현재 각성 허용 한 레벨에 대한 메시지출력																
//			투사의엘리트2차 11000	갑옷 : 101																										
//			유니크1차  20000	프로텍터 : 201																										
//			유니크1.5차  21000	헬멧 : 301																										
//			유니크2차  22000	바지 : 401																										
//			엘리트1차 30000	부츠 : 501																										
//			엘리트1.5차 31000	장갑 : 601																										
//			엘리트2차 33000	벨트 : 701																							0 : 진화불가			
//				셔츠 : 801																							아이템코드 입력시 해당 아이템코드로 진화 가능			
//																		각성1레벨	각성2레벨	각성3레벨	각성4레벨	각성5레벨	각성6레벨	각성7레벨	각성8레벨	각성9레벨				
//	아이템코드	아이템명	각성구분	만능재료코드_1	만능재료코드_1수량	만능재료코드_2	만능재료코드_2수량	만능재료코드_3	만능재료코드_3수량	만능재료코드_4	만능재료코드_4수량	만능재료코드_5	만능재료코드_5수량	각성허용레벨	각성첨가제아이템코드	각성첨가제수량	성공확률	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	진화 아이템코드	진화첨가제아이템코드	진화첨가제 수량	진화성공확률
	ItemCode	ItemName	AwakeSeparation	AllroundMaterialCode1	AllroundMaterialCount1	AllroundMaterialCode2	AllroundMaterialCount2	AllroundMaterialCode3	AllroundMaterialCount3	AllroundMaterialCode4	AllroundMaterialCount4	AllroundMaterialCode5	AllroundMaterialCount5	AwakeLimitLevel	AdditiveItemCode	AdditiveCount	ProbabilitySuccess	OptionParam1	OptionParam2	OptionParam3	OptionParam4	OptionParam5	OptionParam6	OptionParam7	OptionParam8	OptionParam9	EvolutionItemCode	EvolutionAdditiveItemCode	EvolutionAdditiveItemCount	EvolutionProbabilitySuccess
	50242	파괴신_탈그룬트의_양손도끼	43	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50243	파괴신_슈트라의_양손검	44	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50244	저주받은_베르텍스의_한손검	45	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50245	저주받은_팔랑크스의_창	46	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50246	타락한_오리야의_한손석궁	47	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50247	타락한_알베우스의_에테르웨폰	48	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50248	죽음의_콘발리페_지팡이	49	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50249	죽음의_브로테_오브	50	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50250	탐욕의_바쿠_대거	51	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50251	탐욕의_바쿠_채찍검	52	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50256	증오의_라플라시아_건틀렛	53	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50257	증오의_유클레시아_에테르사이드	54	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50142	분노의_니드호그_에테르블래스터	55	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
	50589	냉정한타라의_아크블레이드_34등급아이템	56	6067	44	4431	1	0	0	0	0	0	0	9	4403	4	100	171	206	247	296	355	426	511	614	737	0	4419	1	100
//	유니크2차																													
	50101	볼칸의_양손도끼	57	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50103	운베터의_양손검	58	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50105	토렌스의_한손검	59	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50107	메테오라의_창	60	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50109	아우라의_한손석궁	61	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50111	카우시스의_에테르웨폰	62	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50113	이그니시온의_지팡이	63	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50115	소르젠테의_오브	64	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50117	시드의_대거	65	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50119	시드의_채찍검	66	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50121	헬라임의_건틀렛	67	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50123	엘라임의_에테르사이드	68	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50136	헤르모드의_에테르블래스터	69	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
	50328	파르바티의_아크블레이드_34등급아이템	70	6106	44	4432	1	0	0	0	0	0	0	9	4403	6	100	200	240	289	346	416	499	598	718	862	0	4420	1	100
//	유니크2.5차																													
	50623	피로물든_볼칸의_양손도끼	667	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50624	피로물든_운베터의_양손검	668	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50625	피로물든_토렌스의_한손검	669	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50626	피로물든_메테오라의_창	670	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50627	피로물든_아우라의_한손석궁	671	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50628	피로물든_카우시스의_에테르웨폰	672	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50629	피로물든_이그니시온의_지팡이	673	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50630	피로물든_소르젠테의_오브	674	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50631	피로물든_시드의_대거	675	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50632	피로물든_시드의_채찍검	676	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50633	피로물든_헬라임의_건틀렛	677	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50634	피로물든_엘라임의_에테르사이드	678	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50635	피로물든_헤르모드의_에테르블래스터	679	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
	50636	피로물든_파르바티의_아크블레이드	680	6111	44	4518	1	0	0	0	0	0	0	9	4403	6	100	235	282	338	405	486	584	701	841	1009	0	0	0	100
//	엘리트1차																													
	50000	니벨룽의_양손도끼	71	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50010	4421	1	100
	50001	니벨룽의_양손검	72	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50011	4421	1	100
	50002	이그드라실의_한손검	73	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50012	4421	1	100
	50003	이그드라실의_창	74	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50013	4421	1	100
	50004	네프티스의_한손석궁	75	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50014	4421	1	100
	50005	네프티스의_에테르웨폰	76	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50015	4421	1	100
	50006	클로리스의_지팡이	77	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50016	4421	1	100
	50007	클로리스의_오브	78	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50017	4421	1	100
	50008	야누비스의_대거	79	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50018	4421	1	100
	50009	야누비스의_채찍검	80	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50019	4421	1	100
	50050	헤카테_건틀렛	81	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50052	4421	1	100
	50051	헤카테_에테르사이드	82	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50053	4421	1	100
	50128	오시리스의_에테르블래스터	83	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50129	4421	1	100
	50320	세크메트의_아크블레이드_23등급아이템	84	6060	22	4433	1	4501	1	0	0	0	0	9	4403	1	100	100	120	144	173	208	250	300	359	431	50321	4421	1	100
//	엘리트1.5차																													
	50010	파괴신_니벨룽의_양손도끼	85	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50020	4422	1	100
	50011	파괴신_니벨룽의_양손검	86	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50021	4422	1	100
	50012	저주의_이그드라실의_한손검	87	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50022	4422	1	100
	50013	저주의_이그드라실의_창	88	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50023	4422	1	100
	50014	타락한_네프티스의_한손석궁	89	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50024	4422	1	100
	50015	타락한_네프티스의_에테르웨폰	90	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50025	4422	1	100
	50016	죽음의_클로리스의_지팡이	91	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50026	4422	1	100
	50017	죽음의_클로리스의_오브	92	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50027	4422	1	100
	50018	탐욕의_야누비스의_대거	93	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50028	4422	1	100
	50019	탐욕의_야누비스의_채찍검	94	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50029	4422	1	100
	50052	증오의_헤카테_건틀렛	95	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50054	4422	1	100
	50053	증오의_헤카테_에테르사이드	96	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50055	4422	1	100
	50129	분노의_오시리스_에테르블래스터	97	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50130	4422	1	100
	50321	냉정한세크메트의_아크블레이드_24등급아이템	98	6060	44	4434	1	0	0	0	0	0	0	9	4403	1	100	118	141	170	204	244	293	352	422	507	50322	4422	1	100
//	엘리트2차																													
	50020	메르카바의_양손도끼	99	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50078	4423	1	100
	50021	메르카바의_양손검	100	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50079	4423	1	100
	50022	이슈타르의_한손검	101	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50080	4423	1	100
	50023	이슈타르의_창	102	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50081	4423	1	100
	50024	카르시스의_한손석궁	103	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50082	4423	1	100
	50025	카르시스의_에테르웨폰	104	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50083	4423	1	100
	50026	마라크의_지팡이	105	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50084	4423	1	100
	50027	마라크의_오브	106	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50085	4423	1	100
	50028	지브릴_대검	107	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50086	4423	1	100
	50029	지브릴_채찍검	108	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50087	4423	1	100
	50054	핀디아스의_건틀렛	109	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50088	4423	1	100
	50055	핀디아스의_에테르사이드	110	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50089	4423	1	100
	50130	마르두크의_에테르블래스터	111	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50132	4423	1	100
	50322	남타르의_아크블레이드_25등급아이템	112	6067	22	4435	1	0	0	0	0	0	0	9	4403	3	100	138	166	199	238	286	343	412	494	593	50324	4423	1	100
//	엘리트2.5차																													
	50078	피로물든_메르카바의_양손도끼	113	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50092	4424	1	100
	50079	피로물든_메르카바의_양손검	114	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50093	4424	1	100
	50080	피로물든_이슈타르의_한손검	115	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50094	4424	1	100
	50081	피로물든_이슈타르의_창	116	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50095	4424	1	100
	50082	피로물든_카르시스의_한손석궁	117	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50096	4424	1	100
	50083	피로물든_카르시스의_에테르웨폰	118	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50097	4424	1	100
	50084	피로물든_미라크의_지팡이	119	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50098	4424	1	100
	50085	피로물든_미라크의_오브	120	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50099	4424	1	100
	50086	피로물든_지브릴의_대거	121	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50124	4424	1	100
	50087	피로물든_지브릴의_채찍검	122	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50125	4424	1	100
	50088	피로물든_핀디아스의_건틀렛	123	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50126	4424	1	100
	50089	피로물든_핀디아스의_에테르사이드	124	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50127	4424	1	100
	50132	피로물든_마르두크의_에테르블래스터	125	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50133	4424	1	100
	50324	피로물든남타르의_아크블레이드_26등급아이템	126	6067	44	4436	1	0	0	0	0	0	0	9	4403	4	100	161	193	232	278	334	401	481	577	692	50325	4424	1	100
//	엘리트3차																													
	50092	무스펠의_양손도끼	127	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50573	4425	1	100
	50093	무스펠의_양손검	128	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50574	4425	1	100
	50094	요툰의_한손검	129	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50575	4425	1	100
	50095	요툰의_창	130	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50576	4425	1	100
	50096	바나의_한손석궁	131	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50577	4425	1	100
	50097	바나의_에테르웨폰	132	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50578	4425	1	100
	50098	알브의_지팡이	133	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50579	4425	1	100
	50099	알브의_오브	134	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50580	4425	1	100
	50124	니플의_대거	135	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50581	4425	1	100
	50125	니플의_채찍검	136	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50582	4425	1	100
	50126	스바르트의_건틀렛	137	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50583	4425	1	100
	50127	스바르트의_에테르사이드	138	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50584	4425	1	100
	50133	티르의_에테르블래스터	139	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50585	4425	1	100
